"USECODE","FUELTYPE","AREASQ"
"101","Oil",1888
"101","Oil",1888
"101","Gas",2254
"111","Gas",4704
"104","Oil",2336
"101","Oil",1715
"101","Oil",1092
"101","Gas",1264
"101","Oil",2094
"101","Oil",1080
"104","Electric",2476
"101","Gas",2684
"101","Oil",1566
"101","Oil",2723
"104","Oil",3135
"101","Oil",1705
"101","Gas",1368
"101","Gas",956
"101","Gas",1976
"101","Oil",2138
"101","Gas",1554
"101","Gas",3891
"101","Gas",2722
"101","Gas",2422
"101","Gas",1500
"101","Oil",960
"101","Gas",1300
"101","Oil",990
"101","Gas",1359
"101","Gas",2430
"101","Gas",3038
"101","Gas",3808
"101","Gas",1635
"101","Oil",1680
"101","Gas",1984
"101","Gas",1152
"101","Oil",1144
"101","Electric",1400
"101","Oil",1753
"101","Oil",1753
"101","Oil",1753
"101","Oil",1753
"104","Gas",3800
"101","Oil",1872
"101","Gas",2694
"101","Gas",1080
"101","Gas",1608
"101","Electric",960
"101","Oil",1182
"101","Gas",1484
"101","Oil",1416
"101","Oil",1800
"101","Oil",992
"101","Oil",1296
"101","Oil",2084
"101","Oil",1516
"101","Oil",1176
"101","Oil",1080
"101","Gas",3012
"101","Oil",816
"101","Gas",960
"101","Oil",2736
"101","Gas",830
"101","Gas",2984
"101","Oil",1467
"101","Oil",1428
"101","Oil",2192
"101","Gas",3055
"101","Oil",2455
"101","Oil",1346
"013","Gas",4893
"101","Gas",1828
"101","Oil",3004
"101","Gas",1026
"101","Gas",1026
"104","Gas",3176
"101","Gas",1648
"101","Oil",1937
"101","Gas",2885
"101","Gas",2116
"101","Oil",1516
"104","Oil",3063
"101","Oil",1132
"101","Oil",2516
"101","Oil",1649
"101","Oil",576
"101","Oil",1102
"101","Oil",2504
"101","Gas",1920
"101","Oil",1783
"101","Oil",1416
"101","Oil",928
"101","Oil",996
"101","Gas",2004
"101","Oil",1364
"101","Oil",1904
"101","Oil",2163
"104","Gas",2752
"101","Oil",2386
"101","Oil",1160
"101","Gas",925
"101","Oil",1812
"101","Oil",2166
"101","Gas",1808
"101","Oil",924
"101","Gas",1800
"101","Gas",2470
"101","Gas",1099
"101","Oil",1847
"101","Oil",2240
"101","Gas",1144
"101","Electric",1764
"104","Gas",2200
"101","Oil",2029
"101","Gas",2175
"101","Gas",1802
"101","Gas",2499
"101","Oil",1864
"101","Gas",807
"101","Oil",1236
"101","Oil",1960
"101","Oil",1300
"718","Gas",1396
"101","Oil",1040
"101","Oil",912
"101","Electric",1323
"101","Oil",1248
"101","Gas",1320
"101","Gas",1376
"101","Gas",1951
"101","Gas",798
"101","Gas",1512
"101","Gas",1449
"101","Oil",2242
"104","Electric",1824
"104","Oil",2647
"101","Oil",1764
"101","Gas",1792
"101","Oil",972
"101","Oil",1152
"101","Gas",1680
"101","Oil",1332
"101","Gas",2988
"101","Oil",2040
"101","Oil",2212
"101","Oil",1532
"101","Gas",2687
"101","Oil",1363
"101","Oil",1920
"010","Gas",3404
"101","Gas",1209
"101","Gas",1772
"104","Gas",1816
"101","Oil",1336
"101","Gas",1682
"111","Oil",3865
"101","Gas",1653
"101","Oil",934
"101","Gas",2124
"101","Oil",720
"101","Oil",2200
"101","Gas",1476
"101","Oil",1268
"101","Oil",1268
"101","Oil",1268
"101","Oil",1268
"101","Oil",1226
"101","Gas",1632
"101","Gas",1365
"101","Gas",960
"101","Gas",960
"101","Gas",1603
"101","Gas",3266
"101","Gas",1776
"101","Gas",2202
"101","Oil",1735
"101","Gas",2154
"101","Oil",1998
"101","Oil",1224
"101","Gas",1992
"801","Oil",1948
"101","Gas",3940
"101","Gas",3940
"101","Gas",3940
"101","Gas",3940
"101","Gas",1729
"101","Gas",1368
"718","Oil",2574
"101","Oil",1134
"101","Oil",1040
"101","Oil",1360
"101","Oil",1195
"101","Electric",2298
"101","Electric",2298
"101","Electric",2298
"101","Electric",2298
"104","Oil",2368
"101","Gas",2216
"101","Oil",1792
"101","Oil",1470
"101","Gas",1296
"101","Oil",2286
"101","Oil",2286
"101","Oil",2286
"101","Oil",2286
"104","Oil",3512
"101","Gas",1792
"104","Gas",2832
"101","Oil",2464
"101","Oil",1688
"101","Oil",1476
"101","Oil",992
"101","Gas",1848
"104","Oil",2933
"101","Oil",1776
"101","Oil",800
"101","Gas",1845
"101","Oil",1841
"101","Oil",1092
"101","Oil",1631
"101","Gas",1670
"101","Gas",1937
"101","Gas",1821
"101","Gas",704
"101","Oil",900
"101","Electric",2195
"101","Oil",2400
"101","Oil",1685
"101","Gas",1335
"101","Oil",1392
"101","Oil",1638
"101","Gas",1970
"101","Gas",3156
"101","Gas",1080
"101","Oil",972
"101","Oil",1062
"105","Oil",3256
"101","Gas",2431
"101","Oil",1851
"101","Gas",2479
"101","Oil",1866
"101","Oil",2106
"101","Gas",2274
"101","Oil",1567
"101","Oil",1576
"101","Oil",1123
"101","Gas",696
"101","Gas",1880
"101","Oil",1080
"101","Oil",1072
"101","Electric",1368
"101","Gas",1620
"101","Oil",1632
"101","Oil",2164
"101","Gas",1680
"104","Gas",2293
"101","Electric",1687
"101","Oil",2022
"101","Gas",1398
"104","Oil",2274
"101","Electric",960
"101","Gas",864
"101","Gas",2283
"101","Gas",1912
"101","Gas",4519
"105","Oil",2785
"101","Oil",1048
"101","Oil",1428
"101","Oil",2312
"101","Oil",1586
"101","Oil",1548
"101","Oil",1144
"104","Gas",2416
"101","Gas",1908
"101","Oil",1225
"101","Gas",1618
"101","Oil",1046
"101","Gas",3313
"104","Gas",1980
"112","Gas",2700
"112","Gas",5200
"112","Oil",2008
"101","Oil",1548
"101","Gas",768
"101","Oil",4214
"101","Gas",1436
"101","Oil",600
"101","Gas",2717
"104","Oil",2840
"101","Gas",1040
"101","Gas",2768
"101","Electric",1952
"101","Oil",1092
"104","Gas",2444
"101","Gas",1396
"101","Gas",1716
"101","Oil",936
"101","Gas",976
"101","Gas",944
"101","Oil",1144
"101","Electric",1484
"034","Oil",2160
"101","Gas",1032
"101","Oil",1272
"101","Electric",960
"101","Oil",1350
"101","Oil",1204
"101","Oil",682
"101","Oil",1180
"101","Oil",1498
"101","Oil",2170
"101","Oil",1052
"104","Gas",1800
"718","Oil",1212
"101","Oil",1004
"034","Oil",3104
"101","Oil",1425
"101","Gas",912
"101","Oil",1569
"071","Oil",2523
"104","Gas",2720
"104","Electric",2176
"101","Gas",1648
"101","Gas",1233
"101","Gas",1908
"101","Gas",3759
"101","Oil",1056
"101","Oil",3241
"101","Gas",2562
"101","Oil",1176
"105","Gas",2873
"101",NA,2020
"101","Gas",2283
"101","Oil",2304
"101","Oil",1092
"101","Oil",2022
"101","Oil",2590
"104","Gas",3729
"103","Oil",860
"104","Oil",2204
"101","Gas",1562
"104","Oil",3015
"104","Gas",2720
"101","Oil",1510
"101","Gas",1932
"101","Oil",960
"104","Gas",2160
"101","Gas",1005
"101","Gas",1986
"101","Oil",1904
"101","Oil",864
"101","Oil",1794
"104","Gas",2888
"101","Gas",2124
"101","Gas",1912
"101","Oil",1976
"101","Oil",1976
"101","Oil",1976
"101","Oil",1976
"101","Gas",1398
"104","Gas",1488
"101","Oil",1305
"101","Gas",1096
"104","Gas",2909
"111","Gas",2400
"101","Oil",1618
"101","Oil",1482
"101","Gas",1944
"101","Oil",1040
"970","Gas",2790
"101","Gas",2218
"104","Gas",2914
"101","Oil",960
"104","Oil",1669
"101","Gas",2636
"101","Oil",1593
"101","Oil",1055
"101","Oil",1092
"101","Oil",1393
"101","Oil",3031
"101","Oil",1210
"101","Gas",1180
"104","Gas",2620
"101","Oil",1940
"101","Gas",1360
"101","Gas",1019
"101","Oil",1568
"101","Oil",1893
"101","Gas",1144
"101","Gas",1276
"101","Gas",1852
"101","Gas",2685
"101","Oil",2382
"101","Oil",2382
"101","Oil",2382
"101","Oil",2382
"101","Oil",2137
"101","Gas",1289
"101","Oil",1092
"101","Oil",1040
"101","Oil",1958
"104","Gas",2770
"101","Gas",2346
"101","Oil",960
"104","Gas",2208
"104","Gas",2272
"104","Gas",2768
"101","Gas",1295
"101","Gas",1600
"101","Oil",960
"101","Oil",800
"104","Oil",2314
"101","Gas",1947
"101","Oil",1148
"101","Gas",1930
"101","Oil",1400
"101","Oil",1395
"101","Gas",2308
"101","Oil",1244
"101","Oil",1188
"104","Oil",2850
"104","Gas",1810
"101","Oil",1256
"111","Oil",4268
"104","Gas",1872
"101","Oil",2128
"101","Electric",1728
"101","Oil",1448
"101","Gas",920
"101","Oil",1601
"101","Oil",1218
"101","Oil",1148
"101","Gas",2770
"101","Gas",1222
"101","Oil",1734
"101","Oil",1128
"903","Gas",6643
"101","Oil",1272
"104","Gas",2962
"101","Gas",1680
"101","Gas",1752
"101","Gas",1575
"101","Gas",1734
"101","Electric",1508
"101","Oil",4411
"101","Gas",1825
"104","Gas",2616
"101","Oil",2014
"101","Gas",775
"101","Gas",2438
"101","Oil",2278
"101","Oil",1426
"101","Gas",1464
"101","Gas",2896
"105","Gas",2819
"101","Electric",1632
"101","Oil",1037
"101","Oil",1080
"101","Gas",2016
"101","Oil",1037
"112","Oil",2016
"112","Oil",2369
"112","Oil",4056
"112","Oil",3892
"101",NA,1824
"101","Gas",3222
"101","Gas",1244
"101","Oil",1096
"101","Gas",2239
"104","Gas",2416
"101","Gas",2134
"101","Gas",1349
"101","Oil",1306
"101","Oil",3072
"101","Oil",3072
"101","Oil",3072
"101","Oil",3072
"101","Oil",3072
"101","Oil",3072
"101","Oil",3072
"101","Oil",3072
"101","Oil",3072
"101","Oil",1402
"101","Gas",1128
"101","Gas",1660
"101","Gas",1148
"101","Gas",2049
"104","Gas",2300
"101","Oil",1256
"101","Electric",1152
"101","Gas",1404
"101","Oil",1320
"101","Oil",2000
"101","Gas",1744
"101","Gas",1248
"101","Oil",1566
"101","Gas",1224
"101","Oil",2369
"101","Gas",3017
"101","Gas",3017
"101","Gas",3017
"101","Gas",3017
"101","Oil",1166
"101",NA,1092
"101","Oil",1376
"101","Oil",972
"101","Gas",2153
"101","Gas",1800
"101","Gas",1241
"101","Gas",1908
"101","Electric",1080
"101","Oil",1451
"101","Oil",1853
"101","Oil",2343
"101","Oil",3500
"101","Oil",1388
"105","Gas",3437
"101","Oil",2112
"101","Oil",1488
"101","Oil",1748
"101","Gas",1998
"101","Gas",1998
"101","Gas",1998
"101","Gas",1998
"109","Electric",885
"109","Electric",885
"109","NONE",885
"109","NONE",885
"109","Oil",1800
"101","Oil",1190
"101","Oil",840
"101","Gas",2992
"104","Gas",2390
"101","Oil",1264
"101","Gas",3728
"101",NA,1050
"101","Oil",960
"101","Gas",1238
"101","Oil",1785
"101","Gas",2208
"101","Gas",1860
"101","Oil",720
"101","Oil",1496
"101","Gas",2371
"101","Oil",1229
"101","Oil",2360
"101","Gas",2505
"101","Oil",912
"101","Oil",1760
"101","Gas",2512
"101","Oil",2584
"101","Oil",1248
"101","Gas",1251
"101","Oil",1744
"101","Gas",2236
"101","Gas",2659
"010","Gas",2575
"101","Gas",6432
"101","Gas",6432
"101","Gas",6432
"101","Gas",6432
"101","Gas",1573
"104","Gas",1976
"101","Oil",1144
"101","Electric",1062
"101","Oil",1716
"101","Oil",1716
"101","Oil",1716
"101","Oil",1716
"101","Oil",2040
"111","Gas",3930
"101","Gas",3263
"101","Gas",971
"101","Gas",1416
"101","Gas",1648
"104","Oil",2398
"101","Oil",1098
"101","Gas",1118
"101","Gas",1118
"101","Gas",1118
"101","Gas",1118
"101","Gas",2936
"101","Oil",1560
"101","Gas",1440
"101","Oil",1268
"101","Oil",675
"101","Oil",1338
"010","Gas",2329
"101","Gas",1556
"101","Oil",1653
"101","Gas",960
"105","Gas",2918
"111","Oil",4225
"101","Gas",2404
"101","Oil",1444
"101","Oil",1292
"101","Oil",2330
"101","Oil",2388
"101","Gas",1284
"101","Oil",1008
"712","Oil",1659
"101","Oil",1099
"101","Oil",2388
"101","Oil",1377
"101","Oil",906
"101","Oil",1120
"101","Oil",1120
"101","Oil",1888
"101","Oil",1836
"101","Oil",1598
"101","Oil",1125
"101","Gas",1293
"101","Oil",1488
"101","Gas",896
"101","Oil",1350
"101","Oil",1288
"101","Oil",2872
"101","Gas",1632
"101","Gas",1470
"101","Gas",972
"101","Gas",1653
"071","Oil",1802
"104","Oil",1643
"101","Oil",1334
"101","Gas",2684
"105","Gas",2800
"101","Oil",1410
"104","Gas",3394
"101","Oil",1132
"101","Gas",1768
"101","Oil",1632
"101","Oil",2572
"101","Gas",1740
"101","Oil",1190
"104","Oil",2238
"101","Gas",1139
"101","Oil",2480
"105","Gas",2098
"101","Gas",1166
"101","Oil",1220
"101","Gas",1907
"101","Gas",1288
"101","Gas",1610
"101","Gas",2140
"101","Oil",2735
"101","Oil",1332
"101","Gas",2743
"101","Gas",2712
"101","Gas",2712
"101","Gas",2712
"101","Gas",2712
"101","Gas",1756
"101","Oil",1040
"105","Oil",2984
"104","Gas",3075
"101","Oil",1424
"101","Oil",1916
"101","Oil",1176
"101","Oil",1477
"101","Gas",1384
"101","Oil",1602
"101","Oil",1564
"101","Oil",1337
"101","Oil",1296
"101","Oil",2626
"101","Oil",2626
"101","Oil",2626
"101","Oil",2626
"101","Oil",1872
"101","Gas",1953
"101","Gas",1056
"101","Oil",880
"101","Gas",2216
"101","Oil",864
"111","Oil",3292
"101","Gas",1335
"101","Gas",1966
"101","Gas",1170
"101","Oil",2312
"101","Oil",1550
"104","Gas",3728
"101","Oil",1903
"101","Gas",1428
"101","Gas",3766
"101","Gas",3720
"105","Gas",3861
"101","Gas",2920
"101","Oil",2797
"101","Oil",1452
"101","Gas",2814
"101","Oil",744
"101","Gas",1826
"101","Oil",1046
"101","Gas",1424
"101","Oil",1716
"101","Gas",1990
"101","Oil",1016
"101","Gas",1728
"101","Gas",1896
"010","Gas",2016
"101","Gas",1561
"101","Oil",520
"101","Gas",864
"101","Gas",1763
"101","Oil",1336
"101","Oil",1275
"101","Gas",2406
"101","Gas",1152
"101",NA,1102
"101","Oil",1116
"101","Oil",864
"101","Oil",1589
"101","Gas",1813
"101","Oil",2700
"101","Gas",972
"101","Oil",972
"101","Oil",1144
"101","NONE",952
"101","NONE",952
"101","Oil",952
"101","Oil",952
"101","Gas",2144
"101","Gas",960
"101","Gas",912
"104","Electric",2112
"101","Oil",3040
"101","Oil",3040
"101","Oil",3040
"101","Oil",3040
"101","Oil",982
"101","Gas",1740
"101","Gas",1545
"101","Oil",1112
"101","Gas",1224
"101","Oil",960
"101","Gas",4160
"101","Oil",2364
"101","Oil",1542
"101","Oil",1164
"071","Gas",1604
"101","Oil",1710
"101","Gas",1954
"101","Gas",2914
"101","Gas",1344
"101","Gas",1037
"101","Gas",1482
"101","Gas",1908
"013","Oil",4028
"104","Electric",1824
"101","Gas",1744
"101","Gas",2883
"101","Oil",2068
"101","Gas",2230
"101","Gas",3019
"101","Oil",1470
"101","Gas",2606
"101","Oil",1456
"010","Oil",1960
"101","Oil",1106
"104","Oil",3696
"101","Gas",1914
"101","Oil",985
"101","Oil",1506
"101","Gas",1372
"101","Oil",1000
"101","Oil",988
"101","Oil",1184
"101","Gas",1836
"101","Gas",1540
"101","Gas",2319
"101","Oil",1144
"101","Gas",1948
"101","Oil",2220
"101","Oil",2646
"101","Oil",2646
"101","Oil",2646
"101","Oil",2646
"101","Oil",2194
"101","Electric",960
"101","Gas",1536
"101","Gas",2616
"101","Oil",1968
"101","Oil",1692
"101","Gas",1025
"105","Oil",3928
"101","Gas",2278
"101","Gas",2535
"101","Electric",1344
"101","Gas",2660
"101","Oil",1156
"101","Gas",1560
"101","Oil",1286
"101","Gas",1694
"101","Oil",1688
"101","Oil",1688
"101","Oil",1688
"101","Oil",1688
"101","Oil",3013
"101","Gas",1646
"713","Oil",1980
"101","Oil",1212
"109","Oil",1200
"109","Oil",2319
"101","Gas",2116
"101","Gas",1157
"101","Coal or Wood",4239
"101","Coal or Wood",4239
"101","Gas",4239
"101","Gas",4239
"101","Oil",2532
"101","Oil",1254
"101","Gas",1464
"101",NA,1248
"101","Gas",2152
"101","Gas",2380
"111","Gas",3132
"101","Gas",1700
"101","Oil",1107
"101","Oil",1007
"101","Gas",2500
"101","Gas",960
"101","Oil",1665
"101","Gas",4277
"101","Gas",2808
"101","Oil",1344
"101","Gas",1800
"104","Oil",2620
"101","Gas",2739
"104","Oil",1698
"101","Electric",1668
"101","Gas",1036
"101","Electric",1024
"101","Gas",1730
"101","Oil",1344
"101","Gas",1921
"101","Oil",2198
"101","Oil",2183
"101","Oil",2183
"101","Oil",2183
"101","Oil",2183
"101","Gas",1412
"104","Oil",1550
"101","Oil",1040
"101","Oil",2696
"101","Gas",1332
"101","Gas",1986
"101","Oil",1764
"101","Oil",884
"104","Oil",1769
"101","Gas",3416
"101","Electric",2052
"101","Oil",1558
"101","Oil",2360
"101","Gas",864
"101","Oil",1840
"101","Gas",2622
"101","Gas",1260
"101",NA,1636
"101",NA,1636
"101","Gas",1636
"101","Gas",1636
"101",NA,1056
"101","Gas",1975
"101","Oil",1538
"101","Gas",1716
"101","Gas",2549
"101","Oil",1848
"101","Oil",2332
"101","Oil",1552
"101","Oil",1530
"101","Oil",1620
"104","Electric",1764
"104","Gas",2498
"101","Oil",2232
"101","Oil",912
"010","Oil",2144
"101","Gas",922
"101","Oil",1208
"101","Gas",2090
"101","Oil",1092
"101","Gas",1104
"717","Gas",2660
"101","Gas",2485
"101","Oil",1928
"101","Oil",2392
"101","Gas",1346
"101","Gas",2436
"101","Gas",1144
"101","Gas",3554
"101","Oil",972
"101","Gas",2270
"101","Oil",950
"101","Gas",1926
"101","Oil",1942
"101","Oil",1728
"101","Oil",2056
"101","Oil",2212
"101","Oil",1294
"101","Oil",1328
"101","Gas",2010
"101","Oil",1640
"101","Oil",1040
"101","Gas",1037
"101","Oil",1224
"101","Oil",1764
"101","Oil",1518
"101","Gas",1160
"101","Gas",2008
"104","Gas",2275
"104","Gas",1966
"101","Oil",1456
"101","Oil",1171
"101","Oil",1088
"101","Oil",2885
"101","Gas",3252
"101","Gas",1760
"101","Oil",2754
"101","Oil",1092
"101","Oil",1297
"101","Electric",960
"101","Oil",1674
"101","Gas",1428
"101","Gas",1270
"101","Oil",1639
"101","Oil",2156
"101","Oil",2460
"101","Gas",1860
"101","Gas",2044
"101","Oil",3106
"101","Oil",1812
"101","Gas",2096
"101","Oil",1664
"101","Oil",1984
"101","Oil",1636
"101","Oil",1472
"101","Oil",1040
"060","Oil",1248
"101","Oil",1680
"101","Oil",1092
"101","Oil",1419
"101","Gas",2558
"101","Gas",2783
"101","Oil",1413
"101","Gas",2864
"101","Gas",1517
"101","Gas",1944
"101","Electric",2412
"101","Oil",1632
"101","Gas",984
"101","Gas",1026
"101","Gas",1352
"101","Oil",1712
"101","Gas",2235
"101","Oil",1956
"101","Gas",3601
"101","Gas",2236
"101","Gas",1870
"101","Oil",2436
"101","Oil",2106
"101","Gas",1478
"104","Gas",2249
"104","Gas",2164
"101","Oil",2170
"101","Oil",1148
"101","Gas",1871
"101","Gas",1871
"101","Gas",1871
"101","Gas",1871
"104","Gas",2548
"101","Gas",1714
"101","Gas",1551
"101","Oil",1664
"101","Gas",1608
"101","Oil",1288
"101","Oil",1288
"101","Oil",1288
"101","Oil",1288
"101","Oil",1706
"101","Oil",1706
"101","Oil",1706
"101","Oil",1706
"104","Gas",1080
"101","Gas",1701
"101","Gas",2702
"101","Coal or Wood",600
"101","Gas",2465
"101","Gas",2306
"104","Oil",2064
"101","Gas",1037
"101","Gas",2310
"101","Oil",1759
"101","Gas",864
"101","Gas",1344
"101","Oil",864
"101","NONE",1440
"101","NONE",1440
"101","Oil",1440
"101","Oil",1440
"101","Gas",1324
"101","Gas",1312
"101","Oil",2674
"101","Gas",1486
"101","Gas",1397
"101","Gas",2015
"104","Oil",1918
"101","Oil",1168
"101","Oil",2112
"101","Gas",1136
"101","Oil",1526
"101","Gas",1504
"101","Gas",864
"101","Oil",1048
"101","Oil",2090
"101","Gas",2339
"101","Gas",2339
"101","Gas",2339
"101","Gas",2339
"101","Oil",1806
"101","Oil",864
"101","Gas",1116
"101","Gas",1920
"101","Oil",1368
"101","Electric",2170
"010","Gas",3510
"101","Oil",2048
"101","Oil",784
"101","Gas",1710
"104","Gas",2548
"101","Gas",2698
"101","Gas",1048
"101","Oil",1512
"101","Gas",1480
"101","Gas",1245
"101","Gas",2196
"101","Oil",1280
"101","Oil",1828
"101","Gas",1634
"103","Oil",1764
"101","Oil",495
"101","Gas",1500
"101","Oil",1610
"101","Gas",1314
"101","Oil",1210
"104","Oil",2428
"101","Oil",1188
"101","Oil",1040
"101","Oil",1800
"101","Electric",960
"101","Electric",1938
"101","Gas",2891
"101","Gas",2712
"101","Gas",768
"101","Oil",1886
"101","Gas",2735
"101","Gas",1264
"101","Gas",1132
"101","Oil",1400
"101","Oil",1417
"101","Gas",1397
"101","Gas",1624
"101","Oil",2511
"104","Gas",2144
"101","Gas",1728
"101","Gas",1092
"101",NA,1008
"101","Oil",1534
"104","Gas",2820
"101","Gas",1692
"101","Gas",2388
"101","Oil",2872
"101",NA,891
"101","Oil",980
"101","Oil",1296
"101","Gas",2080
"101","Oil",1026
"101","Oil",1344
"101","Gas",1056
"101","Gas",1570
"101","Gas",4092
"101","Gas",864
"101","Oil",1504
"101","Gas",1311
"101","Oil",2578
"101","Oil",1832
"101","Gas",2569
"101","Oil",1017
"101",NA,4033
"101","Gas",1642
"101","Oil",1050
"101","Gas",2348
"101","Gas",2348
"101","Gas",2348
"101","Gas",2348
"104","Gas",2922
"101","Oil",1326
"101","Oil",1632
"104","Gas",1728
"101","Oil",1854
"111","Gas",3640
"101","Gas",1840
"101","Gas",1298
"101","Oil",1040
"101","Oil",792
"101","Oil",913
"101","Gas",1771
"101","Oil",1152
"101","Oil",1380
"101","Gas",3098
"101","Gas",1102
"101","Oil",1600
"101","Gas",1288
"101","Gas",1604
"034","Oil",1884
"101","Gas",1152
"101","Oil",1172
"101","Gas",3188
"105","Oil",2818
"101","Oil",1424
"101","Oil",2160
"101","Gas",1960
"101","Oil",1040
"101","Oil",1992
"111","Oil",3168
"101","Oil",2228
"101","Gas",1376
"104","Oil",1868
"104","Gas",1528
"101","Gas",1152
"104","Oil",2695
"101","Oil",2354
"101","Gas",1626
"101","Gas",673
"101","Gas",988
"101","Oil",960
"101","Gas",3785
"101","Gas",3785
"101","Gas",3785
"101","Gas",3785
"101","Oil",1548
"101","Gas",1539
"101","Gas",1539
"101","Gas",1539
"101","Gas",1539
"101","Oil",2924
"101","Gas",3406
"111","Gas",5712
"104","Gas",1738
"101","Gas",2528
"104","Gas",2170
"101","Oil",2106
"101","Oil",2248
"101","Gas",1512
"104","Oil",2298
"101","Oil",1812
"101","Oil",1918
"101","Gas",1448
"104","Gas",2508
"104","Gas",2569
"101","Gas",912
"101","Oil",1245
"013","Gas",2682
"101","Oil",1716
"101","Gas",2139
"104","Gas",2414
"104","Oil",2080
"104","Gas",2308
"101","Gas",1530
"101","Gas",2060
"104","Oil",1414
"101","Gas",1580
"101","Gas",1746
"101","Oil",1400
"101","Oil",2635
"101","Oil",1260
"101","Gas",1148
"104","Gas",2045
"101","Gas",2516
"104","Gas",1736
"101","Gas",1179
"105","Gas",2510
"101","Oil",945
"101","Electric",1144
"101","Oil",1805
"101","Gas",2376
"104","Gas",1728
"101","Gas",1528
"101","Gas",1876
"104","Oil",2542
"104","Oil",1809
"101","Oil",1839
"111","Gas",3550
"101","Gas",1848
"101","Gas",4459
"101","Gas",3231
"101","Oil",2380
"101","Gas",2366
"101","Gas",1876
"101","Gas",2870
"111","Oil",3188
"101","Oil",2350
"101","Oil",960
"104","Gas",2261
"101","Oil",1356
"101","Gas",2220
"101","Oil",1100
"104","Gas",1952
"105","Gas",3013
"101","Oil",2014
"101","Oil",1968
"101","Gas",2193
"101","Oil",1676
"101","Gas",1327
"101","Gas",2001
"104","Gas",2079
"101","Gas",1056
"101","Gas",2775
"101","Gas",1862
"101","Gas",2360
"105","Oil",2640
"101","Oil",1040
"101","Gas",1470
"101","Gas",1470
"101","Gas",1470
"101","Gas",1470
"104","Gas",1872
"101","Oil",1800
"101","Oil",1340
"101","Oil",1302
"101","Gas",2480
"101","Gas",2292
"101","Gas",2292
"101","Gas",2292
"101","Gas",2292
"101","Electric",1112
"111","Gas",4589
"101","Oil",1368
"101","Oil",1753
"101","Electric",1512
"101","Gas",2700
"101","Gas",1696
"105","Gas",2106
"101","Gas",2096
"101","Oil",1873
"104","Gas",1910
"101","Oil",2105
"101","Oil",2324
"101","Oil",2324
"101","Oil",2324
"101","Oil",2324
"101","Gas",1152
"101","Gas",1184
"101","Gas",1436
"101","Gas",2459
"101","Gas",2240
"101","Gas",2240
"101","Gas",2240
"101","Gas",2240
"101","Oil",1728
"101","Oil",1015
"040","Gas",1300
"111","Gas",2046
"101","Oil",1244
"101","Oil",2432
"101","Gas",2168
"101","Oil",1765
"101","Oil",2157
"104","Gas",2525
"104","Electric",1664
"101","Gas",1428
"101","NONE",1632
"101","Gas",1252
"101","Gas",2415
"101","Oil",972
"104","Gas",696
"101","Gas",2620
"101","Oil",2524
"101","Oil",2912
"101","Oil",1632
"101","Oil",1668
"101","Oil",2559
"104","Oil",1946
"101","Oil",1423
"104","Gas",2626
"101","Oil",1329
"101","Gas",3007
"101","Gas",1512
"111","Electric",4752
"101","Gas",2169
"104","Gas",1960
"101","Oil",1137
"101","Oil",1682
"101","Gas",1800
"101","Gas",1845
"101","Gas",1280
"101","Gas",1707
"101","Oil",3079
"101","Oil",3020
"101","Oil",1040
"101","Oil",864
"101","Oil",3182
"101","Oil",1632
"112","Electric",5846
"104","Gas",1936
"101","Gas",1045
"101","Oil",2138
"105","Gas",2318
"101","Gas",1080
"101","Gas",2438
"101","Gas",2801
"101","Gas",864
"101","Gas",1632
"104","Gas",3105
"101","Gas",1444
"101","Oil",1624
"101","Oil",1369
"101","Gas",1278
"101","Oil",1296
"101","Gas",1560
"101","Oil",2007
"101","Oil",1296
"101","Gas",1464
"109","Gas",1380
"109","Gas",5580
"101","Gas",2064
"101","Gas",1334
"101","Gas",2363
"104","Gas",3038
"104","Gas",1700
"101","Oil",1520
"109","Gas",1738
"109","Oil",3520
"101","Gas",1632
"101","Oil",2039
"101","Oil",2039
"101","Oil",2039
"101","Oil",2039
"101","Gas",1228
"101","Gas",2979
"101","Oil",1595
"101","Gas",2499
"101","Gas",1188
"101","Gas",1140
"101","Gas",1229
"101","Gas",1700
"013","Oil",3042
"101","Oil",2647
"101","Oil",2016
"101","Gas",2158
"101","Oil",1386
"101","Oil",1080
"101","Gas",1612
"101","Gas",1944
"101","Gas",864
"101","Oil",2244
"101","Oil",2070
"101","Oil",1104
"101","Gas",1755
"104","Gas",2256
"101","Oil",1836
"101","Oil",2064
"101","Oil",1484
"101","Gas",1170
"101","Oil",1656
"101","Gas",1108
"101","Gas",1176
"101","Oil",1168
"101","Gas",1714
"101","Oil",1876
"101","Oil",1715
"101","Oil",1512
"101","Oil",2026
"101","Gas",912
"101","Oil",3008
"101","Oil",1928
"013","Oil",2641
"101","Gas",1920
"101","Gas",1180
"101","Gas",2549
"101","Gas",2046
"101","Gas",3404
"101","Gas",1486
"101","Oil",1384
"101","Oil",2236
"101","Oil",1166
"101","Gas",1682
"101","Gas",1914
"101","Oil",2063
"101","Oil",1026
"101","Oil",1728
"101","Gas",1107
"101","Gas",1476
"101","Gas",2258
"101","Gas",1546
"101","Gas",1720
"101","Oil",1538
"101",NA,1456
"104","Gas",1440
"104","Oil",2322
"101","Oil",1416
"101","Gas",1008
"109","Gas",604
"109","Oil",998
"101","Gas",1528
"101","Oil",2640
"101","Gas",1580
"101","Oil",912
"101","Gas",1320
"101","Gas",1120
"101","Gas",2863
