"USECODE_char","FUELTYPE","AREASQ","STORYHEIGHT","USECODE"
"Office Condominium",NA,1487,2,NA
"Office Condominium",NA,1297,3,NA
"Office Condominium",NA,762,3,NA
"Office Condominium",NA,684,3,NA
"Office Condominium",NA,1090,3,NA
"Office Condominium",NA,621,3,NA
"Office Condominium",NA,1300,3,NA
"Office Condominium",NA,431,3,NA
"Charitable - Hospitals",NA,154043,5,955
"Charitable - Hospitals",NA,59526,3,955
"Medical Office",NA,47976,2,342
"Medical Office",NA,44290,3,342
"Medical Office",NA,54656,2,342
"U.S. Government",NA,29980,1,900
"Office Condominium",NA,1500,1,NA
"Office Condominium",NA,1480,1,NA
"Office Condominium",NA,1004,1,NA
"Office Condominium",NA,885,1,NA
"Office Condominium",NA,1480,1,NA
"Office Condominium",NA,1488,1,NA
"Office Condominium",NA,918,1,NA
"Office Condominium",NA,697,1,NA
"Office Condominium",NA,1201,1,NA
"Office Condominium",NA,797,1,NA
"Office Condominium",NA,1487,1,NA
"Office Condominium",NA,1419,1,NA
"Office Condominium",NA,744,1,NA
"Office Condominium",NA,664,1,NA
"Office Condominium",NA,1072,1,NA
"Office Condominium",NA,652,1,NA
"Office Condominium",NA,1305,1,NA
"Housing Authority",NA,20160,2,970
"Housing Authority",NA,2040,2,970
"Housing Authority",NA,2736,2,970
"Utility Authority, Electric, Light, Sewe",NA,48440,2,971
"Apartments - More than Eight Units",NA,103680,2,112
"Apartments - More than Eight Units",NA,23625,2,112
"Apartments - More than Eight Units",NA,90000,2,112
"Apartments - More than Eight Units",NA,2100,2,112
"Apartments - More than Eight Units",NA,74250,2,112
"Apartments - More than Eight Units",NA,17050,2,112
"Apartments - More than Eight Units",NA,4675,2,112
"Apartments - More than Eight Units",NA,21975,2,112
"Apartments - More than Eight Units",NA,11250,2,112
"Apartments - More than Eight Units",NA,121680,2,112
"Apartments - More than Eight Units",NA,85176,2,112
"Apartments - More than Eight Units",NA,12384,2,112
"Apartments - More than Eight Units",NA,37800,2,112
"Apartments - More than Eight Units",NA,12384,2,112
"Apartments - More than Eight Units",NA,10368,2,112
"Apartments - More than Eight Units",NA,10584,2,112
"Apartments - More than Eight Units",NA,1250,2,112
"Apartments - More than Eight Units",NA,17436,3,112
"Apartments - More than Eight Units",NA,26388,3,112
"Apartments - More than Eight Units",NA,4408,1,112
"Utility Authority, Electric, Light, Sewe",NA,10739,2,971
"Multiple Use - Primarily Residential",NA,5960,3,13
"Multiple Use - Primarily Residential",NA,1884,2,13
"Eating And Drinking Establishments",NA,3479,1,326
"Apartments - 4 To 8 Units",NA,6720,3,111
"Apartments - More than Eight Units",NA,36888,2,112
"Religious Group - Other",NA,8464,1,962
"Religious Group - Other",NA,13452,2,962
"Housing Authority",NA,1821,1,970
"Housing Authority",NA,5856,1,970
"Housing Authority",NA,8172,1,970
"Housing Authority",NA,7254,1,970
"Housing Authority",NA,1512,1,970
"Multiple Use - Primarily Residential",NA,3778,3,13
"Multiple Use - Primarily Residential",NA,3028,3,13
"Multiple Use - Primarily Residential",NA,3769,3,13
"Multiple Use - Primarily Residential",NA,1395,1,13
"Apartments - 4 To 8 Units",NA,7003,3,111
"Small Retail And Service Stores Under 10",NA,1440,1,325
"Multiple Use - Primarily Commercial",NA,8248,3,31
"Fraternal Organizations",NA,7200,1,353
"Multiple Use - Primarily Commercial",NA,1710,1,31
"Multiple Use - Primarily Commercial",NA,1782,2,31
"Church, Mosque, Synagogue, Temple etc",NA,14448,1,960
"Housing Authority",NA,4386,1,970
"Housing Authority",NA,3596,1,970
"Housing Authority",NA,1188,1,970
"Housing Authority",NA,2268,1,970
"Housing Authority",NA,2688,1,970
"Housing Authority",NA,2688,1,970
"Housing Authority",NA,5270,1,970
"Other Congregate Housing",NA,36420,3,125
"General Office",NA,2416,1,340
"Small Retail And Service Stores Under 10",NA,4640,1,325
"Apartments - 4 To 8 Units",NA,6761,3,111
"Small Retail And Service Stores Under 10",NA,5700,1,325
"Eating And Drinking Establishments",NA,2340,1,326
"Automobile Repair",NA,9783,1,332
"Small Retail And Service Stores Under 10",NA,14984,1,325
"Eating And Drinking Establishments",NA,6282,1,326
"Small Retail And Service Stores Under 10",NA,7000,2,325
"Shopping Centers",NA,28630,1,323
"Shopping Centers",NA,1960,1,323
"Car Wash Facilities",NA,5472,1,335
"Shopping Centers",NA,16148,2,323
"General Office",NA,34058,3,340
"Improved - Selectman/City Council",NA,51009,2,931
"Improved - Selectman/City Council",NA,7854,1,931
"Storage, Warehouses And Distribution",NA,56150,1,NA
"Manufacturing Facilities",NA,15960,1,400
"General Office",NA,20000,2,340
"Manufacturing Facilities",NA,16950,1,400
"Storage, Warehouses And Distribution",NA,36080,1,NA
"Multiple Use - Primarily Commercial",NA,3572,1,31
"Multiple Use - Primarily Commercial",NA,9000,2,31
"Multiple Use - Primarily Commercial",NA,3120,1,31
"Charitable - Other",NA,56631,3,951
"Day Care Center",NA,19574,3,352
"Apartments - 4 To 8 Units",NA,9999,3,111
"Multiple Use - Primarily Residential",NA,4408,2,13
"Improved, Education",NA,71454,2,934
"Automotive Gas Sales & Service",NA,621,1,334
"Automobile Repair",NA,3701,1,332
"Small Retail And Service Stores Under 10",NA,3338,1,325
"Improved, Education",NA,13164,2,934
"Apartments - More than Eight Units",NA,144648,7,112
"Apartments - More than Eight Units",NA,18684,3,112
"Apartments - More than Eight Units",NA,105208,7,112
"Apartments - More than Eight Units",NA,20152,3,112
"Church, Mosque, Synagogue, Temple etc",NA,4160,1,960
"Private Hospitals",NA,77932,3,305
"Church, Mosque, Synagogue, Temple etc",NA,5151,1,960
"Medical Condominium",NA,1456,1,NA
"Medical Condominium",NA,1546,1,NA
"Manufacturing Warehouse Facilities",NA,24764,2,401
"Manufacturing Facilities",NA,10552,2,400
"Improved - Selectman/City Council",NA,8530,1,931
"Improved - Selectman/City Council",NA,1520,1,931
"Apartments - More than Eight Units",NA,16320,3,112
"Apartments - More than Eight Units",NA,42636,3,112
"Housing Authority",NA,117427,3,970
"Improved - Selectman/City Council",NA,28812,1,931
"Housing Authority",NA,22427,2,970
"Housing Authority",NA,4185,2,970
"Housing Authority",NA,18816,2,970
"Apartments - 4 To 8 Units",NA,6886,2,111
"Multiple Use - Primarily Residential",NA,3654,2,13
"Multiple Use - Primarily Residential",NA,400,1,13
"Gymnasiums & Athletic Clubs",NA,15936,1,376
"Banks",NA,4694,2,341
"Charitable Organizations",NA,7296,1,951
"Apartments - 4 To 8 Units",NA,9199,3,111
"Multiple Use - Primarily Residential",NA,5150,3,13
"Apartments - 4 To 8 Units",NA,7081,3,111
"Multiple Use - Primarily Residential",NA,3644,2,13
"Multiple Use - Primarily Residential",NA,3560,3,13
"Small Retail And Service Stores Under 10",NA,10508,2,325
"Car Wash Facilities",NA,8445,1,335
"Multiple Use - Primarily Residential",NA,3180,3,13
"Multiple Use - Primarily Residential",NA,986,1,13
"Multiple Use - Primarily Residential",NA,4718,3,13
"Apartments - 4 To 8 Units",NA,7008,3,111
"Banks",NA,6606,2,341
"Function Halls, Community Centers, Fater",NA,8832,1,954
"Multiple Use - Primarily Commercial",NA,5506,2,31
"Small Retail And Service Stores Under 10",NA,2420,1,325
"Multiple Use - Primarily Residential",NA,1568,1,13
"Multiple Use - Primarily Residential",NA,1777,2,13
"Apartments - More than Eight Units",NA,24288,4,112
"Apartments - More than Eight Units",NA,177120,7,112
"Storage, Warehouses And Distribution",NA,11360,2,NA
"Storage, Warehouses And Distribution",NA,8024,1,NA
"Office Condominium",NA,1018,1,NA
"Office Condominium",NA,540,1,NA
"Office Condominium",NA,957,2,NA
"Office Condominium",NA,668,2,NA
"Storage, Warehouses And Distribution",NA,4232,1,NA
"Function Halls, Community Centers, Fater",NA,16425,2,954
"Automotive Vehicles Sales & Services",NA,2959,1,330
"Automobile Repair",NA,2113,1,332
"Automobile Repair",NA,5040,2,332
"Multiple Use - Primarily Residential",NA,2896,3,13
"Multiple Use - Primarily Residential",NA,990,1,13
"Church, Mosque, Synagogue, Temple etc",NA,7070,1,960
"Improved, Education",NA,87788,3,934
"Eating And Drinking Establishments",NA,1259,1,326
"Multiple Use - Primarily Residential",NA,1847,2,13
"Fraternal Organizations",NA,4410,1,353
"Fraternal Organizations",NA,9296,2,353
"Multiple Use - Primarily Commercial",NA,4368,2,31
"Small Retail And Service Stores Under 10",NA,3520,1,325
"Multiple Use - Primarily Residential",NA,2475,2,13
"Multiple Use - Primarily Residential",NA,468,1,13
"Improved - Selectman/City Council",NA,4200,2,931
"Multiple Use - Primarily Residential",NA,4567,3,13
"Manufacturing Facilities",NA,71340,2,400
"Manufacturing Facilities",NA,89180,7,400
"Manufacturing Facilities",NA,4608,1,400
"Automotive Vehicles Sales & Services",NA,4400,2,330
"Cemetaries",NA,18000,2,953
"Cemetaries",NA,3970,1,953
"General Office",NA,8696,3,340
"General Office",NA,3264,1,340
"General Office",NA,6912,2,340
"General Office",NA,14572,2,340
"Hotels",NA,98734,6,300
"Small Retail And Service Stores Under 10",NA,29920,1,325
"Eating And Drinking Establishments",NA,2756,1,326
"Hotels",NA,71964,6,300
"Apartments - More than Eight Units",NA,111000,7,112
"Hotels",NA,61050,6,300
"Eating And Drinking Establishments",NA,7350,1,326
"Eating And Drinking Establishments",NA,2969,1,326
"Apartments - More than Eight Units",NA,249587,5,112
"Manufacturing Facilities",NA,47600,1,400
"Vacant - Selectman/City Council",NA,624,1,930
"Manufacturing Facilities",NA,37812,1,400
"Multiple Use- Part Taxable/Exempt",NA,41633,3,NA
"Manufacturing Facilities",NA,48567,2,400
"Manufacturing Facilities",NA,37011,2,400
"Hotels",NA,46580,3,300
"Multiple Use- Part Taxable/Exempt",NA,160942,2,NA
"Multiple Use- Part Taxable/Exempt",NA,126190,2,NA
"Multiple Use- Part Taxable/Exempt",NA,69588,2,NA
"General Office",NA,35996,2,340
"General Office",NA,10348,2,340
"Hotels",NA,142439,6,300
"Housing Authority",NA,32340,2,970
"Improved, Education",NA,227314,3,934
"General Office",NA,3280,1,340
"General Office",NA,6047,3,340
"Apartments - More than Eight Units",NA,11716,2,112
"Improved, Municipal Public Safety",NA,24968,2,935
"Manufacturing Facilities",NA,30265,2,400
"Automobile Repair",NA,4650,1,332
"Small Retail And Service Stores Under 10",NA,3768,1,325
"Manufacturing Facilities",NA,84266,3,400
"Apartments - More than Eight Units",NA,130941,8,112
"Small Retail And Service Stores Under 10",NA,3756,1,325
"Small Retail And Service Stores Under 10",NA,3044,1,325
"Multiple Use - Primarily Residential",NA,11324,4,13
"Multiple Use - Primarily Residential",NA,16808,3,13
"Storage, Warehouses And Distribution",NA,11740,1,NA
"Small Retail And Service Stores Under 10",NA,18090,3,325
"Multiple Use - Primarily Commercial",NA,10231,3,31
"Eating And Drinking Establishments",NA,6688,1,326
"Rooming & Boarding Houses",NA,5460,2,121
"Automotive Vehicles Sales & Services",NA,1920,1,330
"Automotive Supplies Retail",NA,6582,1,331
"Automotive Supplies Retail",NA,6793,1,331
"Multiple Use - Primarily Residential",NA,13300,2,13
"Manufacturing Warehouse Facilities",NA,32998,1,401
"Storage, Warehouses And Distribution",NA,4736,1,NA
"Property Used For Postal Services",NA,2064,1,350
"Manufacturing Facilities",NA,6665,2,400
"General Office",NA,2400,2,340
"Manufacturing Warehouse Facilities",NA,5752,1,401
"General Office",NA,384,1,340
"Manufacturing Facilities",NA,51320,2,400
"Storage, Warehouses And Distribution",NA,15118,3,NA
"Eating And Drinking Establishments",NA,1696,1,326
"Banks",NA,8160,2,341
"Apartments - More than Eight Units",NA,5808,1,112
"General Office",NA,1680,2,340
"Storage, Warehouses And Distribution",NA,6544,1,NA
"General Office",NA,8816,2,340
"Multiple Use - Primarily Residential",NA,18059,3,13
"Banks",NA,18705,2,341
"General Office",NA,20814,2,340
"Banks",NA,7288,1,341
"General Office",NA,14962,2,340
"Multiple Use - Primarily Residential",NA,24512,3,13
"Multiple Use - Primarily Residential",NA,9124,3,13
"Multiple Use - Primarily Residential",NA,3080,3,13
"Small Retail And Service Stores Under 10",NA,8064,1,325
"Small Retail And Service Stores Under 10",NA,7649,3,325
"Improved - Selectman/City Council",NA,42410,3,931
"Multiple Use - Primarily Residential",NA,7990,3,13
"Function Halls, Community Centers, Fater",NA,16850,2,954
"Multiple Use - Primarily Commercial",NA,7728,3,31
"Apartments - 4 To 8 Units",NA,12309,4,111
"Multiple Use - Primarily Residential",NA,4160,3,13
"Multiple Use - Primarily Residential",NA,12856,4,13
"Apartments - More than Eight Units",NA,8571,3,112
"Multiple Use - Primarily Residential",NA,6020,3,13
"Small Retail And Service Stores Under 10",NA,3496,1,325
"Small Retail And Service Stores Under 10",NA,2924,1,325
"Small Retail And Service Stores Under 10",NA,5805,2,325
"Multiple Use - Primarily Commercial",NA,5824,2,31
"Small Retail And Service Stores Under 10",NA,2718,1,325
"Apartments - More than Eight Units",NA,2400,3,112
"Apartments - More than Eight Units",NA,7752,3,112
"Multiple Use - Primarily Commercial",NA,11822,2,31
"Multiple Use - Primarily Commercial",NA,3680,2,31
"Apartments - 4 To 8 Units",NA,8611,2,111
"Storage, Warehouses And Distribution",NA,10860,1,NA
"Multiple Use - Primarily Commercial",NA,5186,2,31
"Multiple Use - Primarily Residential",NA,25552,3,13
"Multiple Use - Primarily Residential",NA,6648,2,13
"Multiple Use - Primarily Residential",NA,33534,3,13
"Charitable Organizations",NA,7200,1,951
"Multiple Use - Primarily Residential",NA,20160,3,13
"Multiple Use - Primarily Residential",NA,19976,3,13
"Apartments - More than Eight Units",NA,15144,3,112
"Church, Mosque, Synagogue, Temple etc",NA,3900,1,960
"Apartments - 4 To 8 Units",NA,8084,3,111
"Storage, Warehouses And Distribution",NA,4660,2,NA
"Multiple Use - Primarily Residential",NA,10111,3,13
"Apartments - 4 To 8 Units",NA,7592,3,111
"Small Retail And Service Stores Under 10",NA,7473,2,325
"Multiple Use - Primarily Residential",NA,12302,3,13
"Eating And Drinking Establishments",NA,13780,2,326
"Multiple Use - Primarily Residential",NA,11600,3,13
"Storage, Warehouses And Distribution",NA,29964,2,NA
"Small Retail And Service Stores Under 10",NA,4964,1,325
"Storage, Warehouses And Distribution",NA,4186,2,NA
"Storage, Warehouses And Distribution",NA,320,1,NA
"Storage, Warehouses And Distribution",NA,644,1,NA
"Church, Mosque, Synagogue, Temple etc",NA,10779,3,960
"Charitable Services",NA,17464,1,957
"Manufacturing Facilities",NA,4170,1,400
"Multiple Use - Primarily Residential",NA,4272,2,13
"Automobile Repair",NA,2700,1,332
"Manufacturing Facilities",NA,8802,1,400
"General Office",NA,3375,2,340
"Multiple Use - Primarily Commercial",NA,2368,2,31
"Discount Stores",NA,13152,1,322
"Small Retail And Service Stores Under 10",NA,28800,2,325
"Multiple Use - Primarily Residential",NA,16864,3,13
"Multiple Use - Primarily Residential",NA,30733,3,13
"Eating And Drinking Establishments",NA,2819,1,326
"Small Retail And Service Stores Under 10",NA,2418,1,325
"Banks",NA,3146,1,341
"Bowling",NA,39102,2,370
"Storage, Warehouses And Distribution",NA,22006,2,NA
"Automobile Repair",NA,4439,1,332
"Multiple Use - Primarily Residential",NA,7738,3,13
"Small Retail And Service Stores Under 10",NA,8677,3,325
"Multiple Use - Primarily Commercial",NA,8473,2,31
"General Office",NA,8710,2,340
"Multiple Use - Primarily Commercial",NA,6038,3,31
"Small Retail And Service Stores Under 10",NA,944,1,325
"Church, Mosque, Synagogue, Temple etc",NA,10440,2,960
"General Office",NA,4014,2,340
"Improved - Selectman/City Council",NA,54483,3,931
"Church, Mosque, Synagogue, Temple etc",NA,19436,1,960
"Church, Mosque, Synagogue, Temple etc",NA,14171,3,960
"Church, Mosque, Synagogue, Temple etc",NA,61720,3,960
"Church, Mosque, Synagogue, Temple etc",NA,19812,3,960
"Funeral Homes",NA,7598,2,355
"Apartments - More than Eight Units",NA,9242,4,112
"General Office",NA,9828,2,340
"General Office",NA,5872,2,340
"Judiciary",NA,45548,2,926
"Eating And Drinking Establishments",NA,792,1,326
"Eating And Drinking Establishments",NA,2036,1,326
"Eating And Drinking Establishments",NA,3166,1,326
"Apartments - More than Eight Units",NA,49300,7,112
"Eating And Drinking Establishments",NA,522,1,326
"Telephone Exchange Stations",NA,17116,1,430
"Storage, Warehouses And Distribution",NA,7990,1,NA
"Small Retail And Service Stores Under 10",NA,7840,1,325
"Retail Building Materials, Farm Equipmen",NA,4346,1,321
"Multiple Use - Primarily Commercial",NA,7076,2,31
"Multiple Use - Primarily Commercial",NA,5000,1,31
"Eating And Drinking Establishments",NA,2718,1,326
"Storage, Warehouses And Distribution",NA,2000,1,NA
"Improved, Municipal Public Safety",NA,2551,1,935
"Improved, Municipal Public Safety",NA,17041,3,935
"General Office",NA,5385,2,340
"General Office",NA,13500,2,340
"Automobile Repair",NA,3844,1,332
"Fraternal Organizations",NA,9232,1,353
"Small Retail And Service Stores Under 10",NA,408,1,325
"Manufacturing Facilities",NA,11220,1,400
"Commercial Condominium",NA,9600,1,NA
"Commercial Condominium",NA,2400,1,NA
"Commercial Condominium",NA,9600,1,NA
"Commercial Condominium",NA,4210,1,NA
"Commercial Condominium",NA,1476,1,NA
"Small Retail And Service Stores Under 10",NA,7151,2,325
"Church, Mosque, Synagogue, Temple etc",NA,33972,2,960
"Multiple Use - Primarily Commercial",NA,13350,3,31
"Multiple Use - Primarily Commercial",NA,5126,3,31
"Multiple Use - Primarily Residential",NA,16167,3,13
"Small Retail And Service Stores Under 10",NA,5208,2,325
"Multiple Use - Primarily Residential",NA,5312,3,13
"Apartments - 4 To 8 Units",NA,6683,4,111
"Multiple Use - Primarily Residential",NA,4741,3,13
"Multiple Use - Primarily Residential",NA,1880,1,13
"Supermarkets Greater Than 10,000 Sf",NA,74971,1,324
"Supermarkets Greater Than 10,000 Sf",NA,120,1,324
"Automobile Repair",NA,8046,1,332
"Utility Authority, Electric, Light, Sewe",NA,480,1,971
"Manufacturing Facilities",NA,56588,3,400
"Manufacturing Warehouse Facilities",NA,22320,1,401
"Manufacturing Warehouse Facilities",NA,16000,1,401
"Manufacturing Facilities",NA,7392,2,400
"Manufacturing Facilities",NA,8000,2,400
"Manufacturing Facilities",NA,2800,1,400
"Manufacturing Facilities",NA,75555,3,400
"Manufacturing Facilities",NA,11312,1,400
"Manufacturing Facilities",NA,9450,2,400
"Manufacturing Facilities",NA,5304,1,400
"Multiple Use - Primarily Residential",NA,12014,1,13
"Multiple Use - Primarily Residential",NA,12144,3,13
"Multiple Use - Primarily Residential",NA,7014,3,13
"Multiple Use - Primarily Residential",NA,4976,3,13
"Small Retail And Service Stores Under 10",NA,6218,1,325
"Multiple Use - Primarily Residential",NA,27450,3,13
"Multiple Use - Primarily Residential",NA,57909,3,13
"Eating And Drinking Establishments",NA,3294,1,326
"Shopping Centers",NA,24650,1,323
"Multiple Use - Primarily Residential",NA,4984,3,13
"Discount Stores",NA,13968,1,322
"Religious Group - Other",NA,13078,1,962
"Eating And Drinking Establishments",NA,34289,2,326
"Automotive Vehicles Sales & Services",NA,5058,2,330
"Eating And Drinking Establishments",NA,9655,1,326
"General Office",NA,40660,4,340
"Hotels",NA,129600,4,300
"Hotels",NA,8158,1,300
"General Office",NA,49620,5,340
"General Office",NA,48150,1,340
"Automotive Gas Sales & Service",NA,1605,1,334
"General Office",NA,29768,2,340
"Commercial Condominium",NA,2436,1,NA
"Commercial Condominium",NA,8940,1,NA
"Vacant - Selectman/City Council",NA,672,1,930
"Storage, Warehouses And Distribution",NA,122282,1,NA
"Apartments - More than Eight Units",NA,24054,3,112
"Apartments - More than Eight Units",NA,34323,3,112
"Apartments - More than Eight Units",NA,50725,3,112
"Apartments - More than Eight Units",NA,32356,3,112
"Apartments - More than Eight Units",NA,38433,3,112
"Apartments - More than Eight Units",NA,19126,3,112
"Apartments - More than Eight Units",NA,48273,3,112
"Apartments - More than Eight Units",NA,50725,3,112
"Apartments - More than Eight Units",NA,48273,3,112
"Apartments - More than Eight Units",NA,37374,3,112
"Apartments - More than Eight Units",NA,48273,3,112
"Apartments - More than Eight Units",NA,38400,3,112
"Apartments - More than Eight Units",NA,24054,3,112
"Apartments - More than Eight Units",NA,15996,3,112
"Apartments - More than Eight Units",NA,19126,3,112
"Apartments - More than Eight Units",NA,37374,3,112
"Apartments - More than Eight Units",NA,24054,3,112
"Apartments - More than Eight Units",NA,15996,3,112
"Apartments - More than Eight Units",NA,7118,2,112
"Cable Tv Transmitting Facilities",NA,2196,1,432
"Manufacturing Facilities",NA,108820,2,400
"Manufacturing Facilities",NA,163138,2,400
"Manufacturing Warehouse Facilities",NA,46280,1,401
"Manufacturing Facilities",NA,75744,2,400
"Manufacturing Facilities",NA,31375,1,400
"Manufacturing Warehouse Facilities",NA,138363,1,401
"Multiple Use - Primarily Residential",NA,13364,1,13
"Manufacturing Facilities",NA,31788,2,400
"Office Building- manufacturing",NA,13400,1,402
"Manufacturing Facilities",NA,46680,1,400
"Manufacturing Facilities",NA,8360,1,400
"General Office",NA,39560,3,340
"Manufacturing Facilities",NA,150805,2,400
"Small Retail And Service Stores Under 10",NA,26160,1,325
"Small Retail And Service Stores Under 10",NA,14040,1,325
"Manufacturing Facilities",NA,20000,1,400
"Manufacturing Facilities",NA,30700,1,400
"Manufacturing Facilities",NA,1650,1,400
"Manufacturing Facilities",NA,144740,1,400
"Manufacturing Facilities",NA,33276,2,400
"Manufacturing Facilities",NA,480,1,400
"Manufacturing Facilities",NA,12000,1,400
"Manufacturing Facilities",NA,40000,1,400
"General Office",NA,40698,5,340
"Manufacturing Facilities",NA,51443,2,400
"Charitable - Hospitals",NA,40182,2,955
"Office Building- manufacturing",NA,51900,1,402
"Automotive Vehicles Sales & Services",NA,49064,1,330
"Manufacturing Facilities",NA,224810,2,400
"Manufacturing Facilities",NA,187168,2,400
"Manufacturing Facilities",NA,103812,2,400
"Office Building- manufacturing",NA,84770,1,402
"Storage, Warehouses And Distribution",NA,183055,1,NA
"General Office",NA,73248,2,340
"Manufacturing Facilities",NA,60142,2,400
"General Office",NA,90682,2,340
"Manufacturing Warehouse Facilities",NA,12356,1,401
"Storage, Warehouses And Distribution",NA,232783,2,NA
"Storage, Warehouses And Distribution",NA,10344,2,NA
"Other Motor Vehicles Sales & Services",NA,7850,1,338
"Manufacturing Facilities",NA,6842,2,400
"Manufacturing Facilities",NA,16992,2,400
"Manufacturing Facilities",NA,14000,1,400
"Manufacturing Facilities",NA,26400,2,400
"Manufacturing Facilities",NA,31200,2,400
"Manufacturing Facilities",NA,6500,1,400
"Manufacturing Facilities",NA,3560,1,400
"Manufacturing Facilities",NA,82944,2,400
"Retail Building Materials, Farm Equipmen",NA,13872,1,321
"Manufacturing Facilities",NA,3570,1,400
"Storage, Warehouses And Distribution",NA,199579,1,NA
"Manufacturing Facilities",NA,78770,2,400
"Storage, Warehouses And Distribution",NA,123232,4,NA
"General Office",NA,95114,2,340
"Industrial Condo",NA,16172,2,NA
"Industrial Condo",NA,6728,1,NA
"Industrial Condo",NA,13722,1,NA
"Industrial Condo",NA,8940,1,NA
"Industrial Condo",NA,576,1,NA
"Industrial Condo",NA,65826,2,NA
"Industrial Condo",NA,2679,1,NA
"Industrial Condo",NA,51150,1,NA
"Industrial Condo",NA,23788,2,NA
"Industrial Condo",NA,37900,2,NA
"Industrial Condo",NA,9790,1,NA
"Industrial Condo",NA,10150,1,NA
"Industrial Condo",NA,11840,1,NA
"Industrial Condo",NA,12270,1,NA
"Industrial Condo",NA,3780,1,NA
"Storage, Warehouses And Distribution",NA,227370,3,NA
"Storage, Warehouses And Distribution",NA,67176,1,NA
"Storage, Warehouses And Distribution",NA,68402,1,NA
"Manufacturing Facilities",NA,5236,2,400
"Manufacturing Facilities",NA,15192,2,400
"Manufacturing Facilities",NA,4878,1,400
"Manufacturing Facilities",NA,6536,2,400
"Manufacturing Facilities",NA,5423,1,400
"Manufacturing Facilities",NA,4742,1,400
"Manufacturing Facilities",NA,44768,3,400
"Manufacturing Facilities",NA,19914,1,400
"Manufacturing Facilities",NA,12750,1,400
"Manufacturing Facilities",NA,25829,2,400
"Manufacturing Facilities",NA,12910,2,400
"Manufacturing Facilities",NA,75621,3,400
"Manufacturing Facilities",NA,26034,3,400
"Manufacturing Facilities",NA,69392,3,400
"Manufacturing Facilities",NA,52392,1,400
"Manufacturing Facilities",NA,97268,1,400
"Manufacturing Facilities",NA,41258,1,400
"Manufacturing Facilities",NA,6500,1,400
"Improved - Selectman/City Council",NA,6802,2,931
"Improved - Selectman/City Council",NA,3256,1,931
"Automobile Repair",NA,7172,2,332
"Multiple Use - Primarily Commercial",NA,10364,2,31
"Manufacturing Facilities",NA,33151,2,400
"Manufacturing Facilities",NA,11079,2,400
"Automobile Repair",NA,7480,1,332
"Manufacturing Facilities",NA,3600,1,400
"General Office",NA,5857,3,340
"Storage, Warehouses And Distribution",NA,51722,3,NA
"Storage, Warehouses And Distribution",NA,4000,1,NA
"Manufacturing Facilities",NA,24480,4,400
"Manufacturing Warehouse Facilities",NA,26720,2,401
"Manufacturing Warehouse Facilities",NA,16300,2,401
"Manufacturing Facilities",NA,12542,1,400
"Storage, Warehouses And Distribution",NA,26448,3,NA
"Manufacturing Facilities",NA,59218,2,400
"Manufacturing Facilities",NA,1908,1,400
"General Office",NA,6840,3,340
"Apartments - 4 To 8 Units",NA,6752,3,111
"Multiple Use - Primarily Residential",NA,3982,3,13
"Automobile Repair",NA,1480,1,332
"Multiple Use - Primarily Residential",NA,3663,3,13
"Multiple Use - Primarily Residential",NA,4848,3,13
"Eating And Drinking Establishments",NA,832,1,326
"Apartments - 4 To 8 Units",NA,7425,3,111
"Apartments - 4 To 8 Units",NA,5501,3,111
"Multiple Use - Primarily Residential",NA,10420,3,13
"Multiple Use - Primarily Residential",NA,4494,3,13
"Fraternal Organizations",NA,9200,1,353
"Multiple Use - Primarily Commercial",NA,4258,3,31
"Multiple Use - Primarily Residential",NA,5202,3,13
"Storage, Warehouses And Distribution",NA,6184,1,NA
"Commercial Condominium",NA,7030,1,NA
"Small Retail And Service Stores Under 10",NA,10350,1,325
"Manufacturing Facilities",NA,31904,2,400
"Small Retail And Service Stores Under 10",NA,3450,1,325
"Manufacturing Facilities",NA,10130,1,400
"Storage, Warehouses And Distribution",NA,15881,1,NA
"Storage, Warehouses And Distribution",NA,5016,1,NA
"Automotive Gas Sales & Service",NA,3071,1,334
"Automobile Repair",NA,6840,2,332
"Automobile Repair",NA,1750,1,332
"Automobile Repair",NA,8056,1,332
"Automobile Repair",NA,2580,1,332
"Automobile Repair",NA,5740,2,332
"Manufacturing Facilities",NA,2868,1,400
"Automobile Repair",NA,2730,1,332
"Manufacturing Facilities",NA,5656,1,400
"Automobile Repair",NA,10240,1,332
"Multiple Use - Primarily Commercial",NA,2400,2,31
"Multiple Use - Primarily Residential",NA,3694,3,13
"Multiple Use - Primarily Residential",NA,1500,1,13
"Multiple Use - Primarily Residential",NA,4617,3,13
"Multiple Use - Primarily Residential",NA,5357,3,13
"Automobile Repair",NA,4450,1,332
"Automobile Repair",NA,2880,2,332
"Manufacturing Facilities",NA,4100,1,400
"Storage, Warehouses And Distribution",NA,240,1,NA
"Storage, Warehouses And Distribution",NA,7550,3,NA
"Apartments - More than Eight Units",NA,15845,3,112
"Manufacturing Facilities",NA,15312,2,400
"General Office",NA,5184,1,340
"Other Motor Vehicles Sales & Services",NA,4000,1,338
"Multiple Use - Primarily Commercial",NA,2700,2,31
"Multiple Use - Primarily Residential",NA,3456,3,13
