"","USECODE","FUELTYPE","AREASQ","STORYHEIGHT"
"832","105","GAS",3540,"2A"
"833","101","GAS",1225,"1T"
"834","101","GAS",1365,"1T"
"835","101","OIL",2046,"2A"
"836","132",NA,0,NA
"837","101","OIL",2163.2,"2"
"838","101","OIL",2086,"1T"
"839","101","OIL",1740,"2A"
"840","101","OIL",1568,"2A"
"841","101","GAS",1930,"2"
"842","104","OIL",2904,"2A"
"843","132",NA,0,NA
"844","101","OIL",1514,"2"
"845","101","GAS",3328,"2H"
"846","101","OIL",1519.6,"2A"
"847","101","GAS",2683,"2A"
"848","101","OIL",2084,"2"
"849","101","GAS",2788,"1T"
"850","101","OIL",2867.5,"2A"
"851","325","GAS",4006,"1"
"852","326","GAS",2344,"1"
"853","104","GAS",2576,"2A"
"854","104","GAS",2760,"2A"
"855","101","GAS",1660,"2"
"856","105","GAS",3770,"2H"
"857","013","OIL",4680,"2H"
"858","342","GAS",7962.5,"1"
"859","105","GAS",3719.1,"2A"
"860","031","GAS",1895,"1H"
"861","101","GAS",2320,"2"
"862","340","OIL",2514,"2A"
"863","130",NA,0,NA
"864","101","GAS",1912.75,"2A"
"865","101","OIL",2133,"2"
"866","101","OIL",1850,"2A"
"867","101","OIL",1798,"2A"
"868","101","OIL",1764,"2A"
"869","101","OIL",1897.2,"2A"
"870","101","GAS",2588,"2A"
"871","132",NA,0,NA
"872","101","OIL",1840,"2A"
"873","101","GAS",1892,"2"
"874","101","GAS",2239,"2A"
"875","101","GAS",1382,"2A"
"876","960","GAS",9814,"1"
"877","101","OIL",2548,"2A"
"878","101","GAS",2808,"2A"
"879","101","OIL",2196,"1"
"880","104","OIL",3919,"1T"
"881","101","GAS",2092,"2A"
"882","101","OIL",2861,"2A"
"883","130",NA,0,NA
"884","101","OIL",1819.5,"2"
"885","132",NA,0,NA
"886","105","OIL",3173.1,"2A"
"887","101","GAS",1768,"2"
"888","101","OIL",2133.6,"1"
"889","101","OIL",2842,"1"
"890","101","OIL",1448,"1"
"891","101","OIL",2608,"1T"
"892","101","GAS",1772.4,"1"
"893","101","OIL",1768,"2"
"894","101","GAS",2022.4,"2A"
"895","101","OIL",2142,"1T"
"896","104","GAS",2736,"2A"
"897","101","GAS",1041,"1H"
"898","101","OIL",2464,"1"
"899","101","GAS",2815,"1T"
"900","101","GAS",1581.5,"1T"
"901","101","GAS",1344,"1T"
"902","101","GAS",1992,"1"
"903","104","GAS",3001.5,"2A"
"904","104","OIL",2520,"2A"
"905","104","OIL",2940,"2A"
"906","013","GAS",4682,"2A"
"907","019","GAS",2754,"1"
"908","955",NA,0,NA
"909","955",NA,0,NA
"910","091","GAS",14752,"2"
"911","342","GAS",2695,"11"
"912","104","OIL",3266,"2A"
"913","104","OIL",3437.2,"2A"
"914","111","GAS",3252,"2A"
"915","341","GAS",4467.05,"2"
"916","013","OIL",6035,"2H"
"917","130",NA,0,NA
"918","104","GAS",3021,"2A"
"919","104","OIL",2988,"2A"
"920","101","OIL",3019.52,"2A"
"921","101","OIL",1410,"2"
"922","101","OIL",900,"1H"
"923","101","OIL",1568,"2A"
"924","104","OIL",2664,"2"
"925","104","OIL",2664,"2"
"926","101","OIL",3023.2,"2A"
"927","101","OIL",1770,"1T"
"928","111","GAS",4118.4,"2A"
"929","931","NONE",136680,"2"
"930","325","GAS",3820,"1"
"931","340","GAS",5700,"2"
"932","013","GAS",6000,"3"
"933","013","OIL",7896,"4"
"934","340","GAS",8000,"4"
"935","340","OIL",14952,"6"
"936","340","GAS",27970,"4"
"937","340","GAS",1425,"1"
"938","325","GAS",2430,"1"
"939","957",NA,0,NA
"940","957",NA,0,NA
"941","957","GAS",11520,"2"
"942","013","OIL",16600,"4"
"943","013","OIL",14720,"4"
"944","325","OIL",1920,"1"
"945","929","GAS",41162,"3"
"946","340","GAS",16976,"2"
"947","960",NA,0,NA
"948","351","GAS",18713.3,"2"
"949","337",NA,0,NA
"950","104","OIL",2664,"2A"
"951","130",NA,0,NA
"952","931","GAS",43289,"2"
"953","337",NA,0,NA
"954","401","GAS",33120,"4"
"955","400","GAS",73078,"5"
"956","403",NA,0,NA
"957","403",NA,0,NA
"958","403",NA,0,NA
"959","403",NA,0,NA
"960","013","OIL",16186.3,"5"
"961","957",NA,0,NA
"962","931",NA,0,NA
"963","105","OIL",3927,"3"
"964","105","OIL",3459,"3"
"965","111","GAS",7632,"3"
"966","957",NA,0,NA
"967","957",NA,0,NA
"968","957",NA,0,NA
"969","957",NA,0,NA
"970","112","GAS",11220,"3"
"971","112","OIL",10300,"4"
"972","936",NA,0,NA
"973","931",NA,0,NA
"974","337",NA,0,NA
"975","326","OIL",3380,"1"
"976","326","GAS",4452,"2"
"977","326","GAS",2240,"1"
"978","130",NA,0,NA
"979","130",NA,0,NA
"980","013","OIL",8958,"4"
"981","340","OIL",19888,"6"
"982","340","OIL",24784,"6"
"983","337",NA,0,NA
"984","337",NA,0,NA
"985","930",NA,0,NA
"986","930",NA,0,NA
"987","930",NA,0,NA
"988","392",NA,0,NA
"989","960","OIL",6000,"1"
"990","326","GAS",2000,"1"
"991","101","OIL",1350,"2"
"992","101","OIL",1153,"2"
"993","101","OIL",1153,"2"
"994","101","GAS",1145,"2"
"995","101","GAS",1153,"2"
"996","101","OIL",1153,"2"
"997","101","OIL",1153,"2"
"998","101","OIL",1153,"2"
"999","101","GAS",1153,"2"
"1000","101","OIL",1153,"2"
"1001","130",NA,0,NA
"1002","101","OIL",1088,"2"
"1003","130",NA,0,NA
"1004","130",NA,0,NA
"1005","931","OIL",1153,"2"
"1006","101","OIL",1161,"2"
"1007","101","OIL",1161,"2"
"1008","101","GAS",1227,"2"
"1009","930",NA,0,NA
"1010","930",NA,0,NA
"1011","390",NA,0,NA
"1012","390",NA,0,NA
"1013","101","OIL",1161,"2"
"1014","390",NA,0,NA
"1015","331","OIL",17600,"4"
"1016","331","OIL",4368,"1"
"1017","340","GAS",1680,"2"
"1018","321","OIL",4455,"1"
"1019","321","NONE",3810,"2"
"1020","321","OIL",4480,"2"
"1021","101","GAS",1417.5,"2"
"1022","101","OIL",1153,"2"
"1023","101","OIL",1153,"2"
"1024","101","OIL",1153,"2"
"1025","931","GAS",1153,"2"
"1026","101","OIL",1153,"2"
"1027","013","GAS",16828,"4"
"1028","325","GAS",10572,"2"
"1029","325","OIL",14400,"2"
"1030","931",NA,0,NA
"1031","931",NA,0,NA
"1032","013","GAS",3389.9,"3"
"1033","337",NA,0,NA
"1034","337",NA,0,NA
"1035","341",NA,0,NA
"1036","340","GAS",38596,"6"
"1037","340","OIL",2928,"1"
"1038","325","OIL",13140,"4"
"1039","325","OIL",3912,"2"
"1040","013","OIL",3985,"2"
"1041","325","OIL",4410,"1"
"1042","326","GAS",2160,"1"
"1043","340","OIL",2250,"1"
"1044","325","OIL",6000,"4"
"1045","325","OIL",8100,"3"
"1046","960","OIL",40685.9,"2"
"1047","337",NA,0,NA
"1048","392",NA,0,NA
"1049","337",NA,0,NA
"1050","106",NA,0,NA
"1051","324","GAS",7747,"2"
"1052","337",NA,0,NA
"1053","392",NA,0,NA
"1054","430","OIL",27933,"3"
"1055","337",NA,0,NA
"1056","013","ELECTRIC",10660,"4"
"1057","105","OIL",5062,"3"
"1058","102","OIL",626,"3"
"1059","102","OIL",545,"3"
"1060","102","OIL",726,"3"
"1061","102","OIL",562,"3"
"1062","102","OIL",623,"3"
"1063","102","OIL",570,"3"
"1064","105","OIL",4422,"3"
"1065","102","OIL",1236,"3"
"1066","102","OIL",1236,"3"
"1067","102","GAS",1236,"3"
"1068","102","OIL",672,"3"
"1069","102","OIL",1344,"3"
"1070","102","OIL",672,"3"
"1071","102","OIL",1344,"3"
"1072","102","GAS",1212,"3"
"1073","102","GAS",1212,"3"
"1074","102","GAS",1212,"3"
"1075","340","OIL",12071.2,"3"
"1076","112","OIL",15820,"5"
"1077","325","GAS",9900,"2"
"1078","931",NA,0,NA
"1079","013","OIL",6736,"3"
"1080","325","GAS",2319,"1"
"1081","112","GAS",22060,"4"
"1082","105","OIL",4524,"3"
"1083","337",NA,0,NA
"1084","337",NA,0,NA
"1085","332","GAS",15522,"2"
"1086","337",NA,0,NA
"1087","337",NA,0,NA
"1088","337",NA,0,NA
"1089","337",NA,0,NA
"1090","326","GAS",3944,"1"
"1091","930",NA,0,NA
"1092","340","OIL",3424.4,"2A"
"1093","931",NA,0,NA
"1094","971",NA,0,NA
"1095","955","OIL",3506.75,"2A"
"1096","905","GAS",3456,"2"
"1097","905","OIL",3332,"2A"
"1098","337",NA,0,NA
"1099","337",NA,0,NA
"1100","337",NA,0,NA
"1101","337",NA,0,NA
"1102","340","GAS",23076,"1"
"1103","104","GAS",2874,"2A"
"1104","343","GAS",1698,"1"
"1105","343","GAS",1029,"1"
"1106","343","GAS",1349,"1"
"1107","343","GAS",1303,"1"
"1108","343","GAS",1215,"1"
"1109","343","GAS",840,"1"
"1110","343","GAS",807,"1"
"1111","343","GAS",950,"1"
"1112","343","GAS",969,"1"
"1113","343","GAS",746,"1"
"1114","343","GAS",1013,"1"
"1115","343","GAS",1249,"1"
"1116","343","GAS",1610,"1"
"1117","343","GAS",920,"1"
"1118","343","GAS",1582,"1"
"1119","343","GAS",1376,"1"
"1120","343","GAS",2955,"1"
"1121","343","GAS",921,"1"
"1122","343","GAS",1067,"1"
"1123","343","GAS",1778,"1"
"1124","343","GAS",4371,"1"
"1125","343","GAS",3974,"1"
"1126","343","GAS",1106,"1"
"1127","343","GAS",1123,"1"
"1128","093","OIL",361325,"5"
"1129","931",NA,0,NA
"1130","337",NA,0,NA
"1131","340","GAS",9149.7,"2T"
"1132","104","OIL",2896,"2A"
"1133","104","GAS",3275.2,"2A"
"1134","101","OIL",2712,"2A"
"1135","101","OIL",2064,"2"
"1136","105","GAS",4248.4,"2A"
"1137","101","GAS",1443,"1"
"1138","101","GAS",1998,"1"
"1139","101","OIL",1398.8,"2"
"1140","101","GAS",1536,"1H"
"1141","101","GAS",2016,"1H"
"1142","101","GAS",1440,"1"
"1143","101","GAS",1818.8,"1H"
"1144","101","GAS",1740.25,"1H"
"1145","101","OIL",1478.4,"1H"
"1146","132",NA,0,NA
"1147","351","GAS",37068,"3"
"1148","132",NA,0,NA
"1149","101","GAS",2696.4,"1H"
"1150","101","GAS",1512,"1"
"1151","101","GAS",1474.4,"1H"
"1152","101","OIL",1241.6,"1H"
"1153","101","GAS",1248,"1"
"1154","101","GAS",1008,"1"
"1155","101","OIL",1008,"1"
"1156","101","GAS",960,"1"
"1157","101","OIL",1716,"2"
"1158","931",NA,0,NA
"1159","101","OIL",1201.2,"1"
"1160","101","OIL",1462.5,"2"
"1161","101","GAS",2268,"1T"
"1162","101","GAS",1492,"1T"
"1163","101","OIL",1486.5,"1"
"1164","101","OIL",1382.4,"1H"
"1165","101","GAS",800,"1"
"1166","104","GAS",2154.6,"1T"
"1167","104","OIL",2030,"2A"
"1168","931",NA,0,NA
"1169","101","OIL",1569.25,"1T"
"1170","101","GAS",1999,"1H"
"1171","101","GAS",1405.5,"1T"
"1172","101","OIL",1210,"1T"
"1173","101","GAS",1333.8,"1"
"1174","101","OIL",870,"1"
"1175","101","GAS",1764,"1H"
"1176","101","OIL",1612.8,"1H"
"1177","101","OIL",1047.2,"1"
"1178","101","OIL",1480.5,"1T"
"1179","104","GAS",2718,"2"
"1180","101","OIL",1708.8,"2"
"1181","101","OIL",1518,"2A"
"1182","101","GAS",1554,"1"
"1183","101","GAS",1848,"1"
"1184","101","OIL",1512,"1"
"1185","101","GAS",1404,"1"
"1186","104","OIL",2458,"2"
"1187","101","OIL",1472,"2A"
"1188","101","OIL",2378.2,"2A"
"1189","337",NA,0,NA
"1190","101","OIL",1531.8,"1H"
"1191","101","GAS",1200,"2"
"1192","031","GAS",5394,"2A"
"1193","101","OIL",4233,"2A"
"1194","960","GAS",38434.6,"2"
"1195","105","OIL",3226.2,"2A"
"1196","101","GAS",2592.3,"1T"
"1197","101","GAS",1516.5,"1T"
"1198","101","OIL",1746,"2A"
"1199","101","OIL",1922,"1T"
"1200","101","OIL",1448,"2A"
"1201","104","GAS",2288,"2A"
"1202","013","GAS",2280,"2"
"1203","104","GAS",1990,"2A"
"1204","104","OIL",2000,"2"
"1205","337",NA,0,NA
"1206","101","GAS",1102,"1"
"1207","104","GAS",2832,"2A"
"1208","101","OIL",1594,"2A"
"1209","101","OIL",1837.5,"2A"
"1210","101","GAS",1320,"2A"
"1211","104","OIL",2568,"2A"
"1212","105","GAS",3197,"2A"
"1213","101","OIL",1988,"2A"
"1214","101","OIL",1104,"2A"
"1215","104","OIL",1768,"2A"
"1216","104","GAS",2347,"2A"
"1217","101","OIL",1600,"2A"
"1218","104","GAS",2169.42,"2A"
"1219","101","GAS",1648,"2A"
"1220","101","GAS",1588,"2A"
"1221","104","OIL",3144,"2A"
"1222","104","OIL",2056.4,"2A"
"1223","101","OIL",2122,"2A"
"1224","101","GAS",1653.4,"2"
"1225","101","OIL",2196,"2A"
"1226","101","OIL",1764,"2A"
"1227","101","GAS",2262.8,"2"
"1228","104","OIL",2056,"2A"
"1229","104","OIL",2656,"2A"
"1230","104","GAS",2512,"2A"
"1231","105","OIL",3879.8,"2A"
"1232","104","GAS",2880,"2A"
"1233","960","GAS",11443,"2A"
"1234","101","OIL",3567.6,"2A"
"1235","101","OIL",1716,"1T"
"1236","101","OIL",2675,"2"
"1237","101","OIL",1290,"1T"
"1238","091","OIL",3021.6,"2A"
"1239","104","OIL",1840,"2"
"1240","101","GAS",1451,"2"
"1241","112","GAS",14244,"2"
"1242","013","OIL",11700,"3"
"1243","112","GAS",160041,"7"
"1244","013","GAS",11680,"3"
"1245","111","OIL",5916,"3"
"1246","104","GAS",2834,"2"
"1247","101","GAS",1331.5,"2A"
"1248","101","GAS",1888,"2A"
"1249","101","GAS",1620,"2A"
"1250","013","OIL",20824,"4"
"1251","104","OIL",2187.2,"2H"
"1252","326","OIL",2880,"1"
"1253","104","OIL",2556,"2A"
"1254","104","OIL",2544,"2A"
"1255","101","OIL",1322.4,"1T"
"1256","101","GAS",1224,"2A"
"1257","105","GAS",2800,"2A"
"1258","031","GAS",1774.5,"2"
"1259","333","GAS",1512,"1"
"1260","104","ELECTRIC",2520,"2A"
"1261","337",NA,0,NA
"1262","337",NA,0,NA
"1263","101","OIL",1232,"2A"
"1264","101","OIL",1392,"2A"
"1265","105","GAS",2700,"2A"
"1266","104","GAS",2144.96,"2A"
"1267","342","ELECTRIC",3330.6,"1"
"1268","340","OIL",6310.2,"2A"
"1269","101","GAS",1683,"2A"
"1270","104","OIL",2644,"2A"
"1271","104","GAS",1528.8,"2A"
"1272","101","GAS",2351.28,"2A"
"1273","104","OIL",1898,"2A"
"1274","105","OIL",2944.8,"2A"
"1275","104","OIL",2648.8,"2A"
"1276","104","OIL",2498.5,"2A"
"1277","960","GAS",18660,"2"
"1278","390",NA,0,NA
"1279","390",NA,0,NA
"1280","390",NA,0,NA
"1281","931","GAS",29209.6,"2"
"1282","101","OIL",1554,"2A"
"1283","337",NA,0,NA
"1284","104","OIL",1866.2,"2A"
"1285","104","GAS",3230.6,"2A"
"1286","337",NA,0,NA
"1287","101","OIL",1539,"2A"
"1288","104","GAS",2138,"2A"
"1289","104","GAS",3146,"2A"
"1290","104","OIL",2380,"2A"
"1291","104","OIL",2910,"2A"
"1292","104","OIL",3610,"2A"
"1293","104","OIL",2378,"2A"
"1294","104","OIL",1954,"2A"
"1295","104","GAS",3528,"2A"
"1296","101","OIL",2200,"2A"
"1297","101","GAS",2125.5,"2A"
"1298","104","GAS",2588,"2A"
"1299","101","GAS",1428,"1T"
"1300","101","GAS",1320,"2A"
"1301","104","GAS",2576,"2A"
"1302","101","OIL",1152,"2A"
"1303","104","GAS",2124,"2A"
"1304","105","GAS",3531,"2A"
"1305","101","OIL",1680,"2"
"1306","104","OIL",1764,"2A"
"1307","325","OIL",3275,"1"
"1308","101","OIL",1776,"2A"
"1309","101","GAS",1778,"2A"
"1310","101","GAS",1637.6,"2A"
"1311","101","GAS",1513.6,"2A"
"1312","105","OIL",3432,"2A"
"1313","101","OIL",2542,"2A"
"1314","104","OIL",3641,"2A"
"1315","101","GAS",3572.5,"2A"
"1316","101","OIL",1272,"2"
"1317","101","GAS",1996,"2A"
"1318","101","OIL",1682,"2A"
"1319","104","OIL",2290,"2A"
"1320","132",NA,0,NA
"1321","105","GAS",3805.6,"2A"
"1322","104","OIL",3778.2,"2H"
"1323","101","GAS",2078,"2A"
"1324","101","OIL",2431.1,"2A"
"1325","104","OIL",2176,"2A"
"1326","104","OIL",2397.34,"2A"
"1327","101","GAS",1404,"2A"
"1328","104","OIL",2563.2,"2A"
"1329","104","OIL",2384,"2A"
"1330","104","GAS",2872,"2A"
"1331","101","GAS",1020.8,"1H"
"1332","101","OIL",1567.6,"1T"
"1333","101","GAS",1942.2,"2A"
"1334","101","OIL",1291.5,"1H"
"1335","104","OIL",2343.5,"2A"
"1336","101","OIL",2152,"2A"
"1337","132",NA,0,NA
"1338","104","OIL",2022,"2A"
"1339","104","OIL",2136,"2A"
"1340","104","OIL",1882,"2A"
"1341","104","OIL",1856,"2A"
"1342","105","OIL",2649,"2A"
"1343","101","GAS",1776.32,"2A"
"1344","101","GAS",1764,"2"
"1345","101","GAS",1858,"2A"
"1346","101","GAS",1210,"2A"
"1347","101","GAS",1920,"1"
"1348","104","OIL",2052,"2A"
"1349","101","GAS",1588,"2A"
"1350","104","GAS",2633.75,"2A"
"1351","101","OIL",1340,"2A"
"1352","101","GAS",1332,"2A"
"1353","101","OIL",1152,"2A"
"1354","101","OIL",1698,"2A"
"1355","104","GAS",2546,"2A"
"1356","104","GAS",2671.4,"2"
"1357","101","OIL",1372,"1T"
"1358","101","OIL",1442,"2A"
"1359","104","OIL",2388,"2A"
"1360","101","GAS",1188,"2A"
"1361","104","OIL",2550,"2A"
"1362","104","OIL",3062,"2A"
"1363","101","OIL",1978,"2A"
"1364","101","GAS",936,"1"
"1365","104","OIL",3004.8,"2A"
"1366","104","GAS",2587.5,"2A"
"1367","104","GAS",2752,"2"
"1368","104","OIL",2604,"2A"
"1369","101","GAS",1500,"2A"
"1370","101","OIL",1420,"2A"
"1371","101","OIL",1659,"2A"
"1372","101","OIL",1144,"2"
"1373","101","PROPANE",1538,"2A"
"1374","104","OIL",2456,"2A"
"1375","104","OIL",2225,"2A"
"1376","105","OIL",2939.4,"2A"
"1377","101","OIL",1326.4,"2A"
"1378","104","OIL",2098,"2A"
"1379","104","OIL",2895.7,"2A"
"1380","106",NA,0,NA
"1381","104","GAS",2160,"2A"
"1382","104","OIL",2124,"2A"
"1383","104","GAS",2842,"2A"
"1384","104","OIL",2769.8,"2A"
"1385","101","OIL",1232,"2A"
"1386","104","GAS",1990,"2A"
"1387","104","GAS",2280,"2A"
"1388","101","OIL",1300,"2A"
"1389","101","GAS",1280.95,"2A"
"1390","101","OIL",1875,"2"
"1391","101","OIL",1583,"2"
"1392","101","GAS",1300,"2A"
"1393","104","GAS",2660,"2A"
"1394","101","OIL",1316,"2"
"1395","101","OIL",1324,"2"
"1396","101","GAS",1332,"2"
"1397","132",NA,0,NA
"1398","104","ELECTRIC",1836,"2"
"1399","104","OIL",2467.2,"2A"
"1400","101","ELECTRIC",1680,"1"
"1401","105","GAS",3951.4,"2A"
"1402","104","OIL",3023,"2A"
"1403","104","OIL",2732.7,"2A"
"1404","104","OIL",2424,"2A"
"1405","101","GAS",1596,"2"
"1406","101","OIL",1582,"2A"
"1407","101","OIL",1524,"2A"
"1408","104","OIL",2540,"2A"
"1409","101","OIL",1188,"2"
"1410","104","OIL",1602,"2A"
"1411","101","GAS",1744,"2A"
"1412","104","GAS",2930,"2A"
"1413","101","OIL",2392,"2A"
"1414","104","OIL",2362,"2A"
"1415","104","OIL",2140,"2A"
"1416","101","GAS",1906,"2A"
"1417","101","OIL",1887,"2A"
"1418","101","GAS",1764,"2A"
"1419","101","GAS",1944,"2A"
"1420","101","OIL",1956,"2A"
"1421","101","OIL",2036,"2A"
"1422","101","GAS",1552,"2A"
"1423","101","GAS",2108,"2A"
"1424","101","GAS",2076,"2A"
"1425","104","OIL",1732,"2A"
"1426","101","GAS",1988,"2A"
"1427","101","GAS",2114,"2A"
"1428","101","OIL",1469.2,"2A"
"1429","101","GAS",1568,"2A"
"1430","104","OIL",1762.8,"2A"
"1431","101","GAS",1860,"2A"
"1432","101","OIL",1822,"2A"
"1433","101","GAS",1798,"2A"
"1434","104","OIL",2452,"2A"
"1435","104","OIL",1728,"2A"
"1436","101","GAS",1825,"2A"
"1437","101","OIL",1328,"2A"
"1438","931",NA,0,NA
"1439","101","OIL",1480,"2"
"1440","931",NA,0,NA
"1441","104","OIL",1812,"2A"
"1442","101","OIL",1276,"1T"
"1443","104","GAS",2784,"2A"
"1444","104","GAS",1844,"2"
"1445","101","OIL",1767.8,"2A"
"1446","101","OIL",1802,"2A"
"1447","101","GAS",1418.9,"2A"
"1448","105","OIL",3323.5,"2A"
"1449","101","OIL",1152,"2A"
"1450","104","OIL",2018,"2A"
"1451","104","OIL",1915.2,"2A"
"1452","104","OIL",2843.55,"2A"
"1453","101","GAS",1251,"2A"
"1454","104","OIL",2420.9,"2A"
"1455","104","OIL",3045,"2A"
"1456","101","GAS",1704.3,"2A"
"1457","104","OIL",1430,"2"
"1458","101","OIL",1710,"2A"
"1459","104","OIL",1973.7,"2A"
"1460","105","OIL",3102.7,"2A"
"1461","104","GAS",3174,"2A"
"1462","101","OIL",1236,"2A"
"1463","101","GAS",1194,"1"
"1464","101","GAS",1158,"2"
"1465","101","GAS",1304,"2A"
"1466","101","GAS",1124,"2A"
"1467","104","OIL",2008,"2A"
"1468","104","OIL",2434.2,"2A"
"1469","104","OIL",1622.22,"2A"
"1470","104","OIL",3407.6,"2A"
"1471","104","GAS",2440,"2A"
"1472","104","OIL",2047,"2A"
"1473","105","OIL",2755.4,"2A"
"1474","104","OIL",2500,"2A"
"1475","104","OIL",2886,"2A"
"1476","105","OIL",3093,"2A"
"1477","104","OIL",2576,"2A"
"1478","104","OIL",2696,"2A"
"1479","104","OIL",3210,"2A"
"1480","031","GAS",8104.75,"2"
"1481","101","OIL",2134,"2A"
"1482","104","OIL",2390,"2A"
"1483","101","OIL",1532.8,"1H"
"1484","104","GAS",2828,"2A"
"1485","101","GAS",1560,"2"
"1486","101","OIL",1332,"2"
"1487","101","GAS",1650,"2"
"1488","104","OIL",2674,"2A"
"1489","104","OIL",2848,"2A"
"1490","101","GAS",1416,"2"
"1491","132",NA,0,NA
"1492","101","OIL",1080,"1H"
"1493","104","OIL",2320,"2A"
"1494","101","GAS",1800,"2"
"1495","104","GAS",2344,"2A"
"1496","104","OIL",2083.8,"2A"
"1497","101","ELECTRIC",912,"1"
"1498","326","GAS",3793,"1"
"1499","326","GAS",3053,"1"
"1500","326","GAS",1902,"1"
"1501","101","GAS",2264,"2A"
"1502","101","GAS",2219.6,"2A"
"1503","104","GAS",3132.4,"2A"
"1504","101","GAS",1624,"2A"
"1505","132",NA,0,NA
"1506","105","OIL",3782,"2A"
"1507","132",NA,0,NA
"1508","132",NA,0,NA
"1509","104","GAS",3028.4,"1H"
"1510","105","OIL",2870.4,"2A"
"1511","104","OIL",1923.8,"2A"
"1512","101","OIL",1420.8,"1H"
"1513","101","OIL",1050,"1T"
"1514","132",NA,0,NA
"1515","101","GAS",1566,"2A"
"1516","104","OIL",1908,"2A"
"1517","101","OIL",1785,"2A"
"1518","101","GAS",1824.84,"2A"
"1519","101","OIL",1624,"2A"
"1520","132",NA,0,NA
"1521","101","OIL",1590,"2A"
"1522","101","OIL",1920,"2A"
"1523","101","GAS",1520,"2A"
"1524","101","OIL",1408,"2A"
"1525","104","OIL",2488,"2A"
"1526","101","OIL",1274,"1T"
"1527","104","OIL",1416,"2A"
"1528","104","GAS",1608,"1T"
"1529","101","GAS",2460,"2A"
"1530","104","OIL",2804,"2A"
"1531","101","GAS",1497.6,"1H"
"1532","104","GAS",2053.4,"2A"
"1533","104","GAS",3270,"2A"
"1534","101","OIL",2094.4,"1H"
"1535","960",NA,0,NA
"1536","104","OIL",2586,"2A"
"1537","101","GAS",1890,"2"
"1538","101","OIL",1680,"2A"
"1539","101","OIL",1339,"2A"
"1540","101","GAS",1288,"2A"
"1541","101","GAS",1394,"2A"
"1542","104","GAS",2184,"1"
"1543","101","OIL",1512,"2A"
"1544","104","OIL",2478.6,"2A"
"1545","101","GAS",1340,"2A"
"1546","105","OIL",2431,"2A"
"1547","105","OIL",4227.6,"2A"
"1548","101","OIL",2854.4,"2"
"1549","101","GAS",1462,"2A"
"1550","104","GAS",2312,"2A"
"1551","104","OIL",2086,"2A"
"1552","105","OIL",3940.2,"2A"
"1553","104","ELECTRIC",3745.6,"2A"
"1554","101","GAS",1200,"2"
"1555","960","NONE",592,"1"
"1556","104","OIL",2378,"2A"
"1557","104","OIL",2256,"2A"
"1558","104","OIL",1976,"2A"
"1559","900","GAS",160255,"2"
"1560","400","GAS",94262,"1"
"1561","101","ELECTRIC",1320,"1"
"1562","101","ELECTRIC",1632,"1"
"1563","400","GAS",48190,"1"
"1564","401","OIL",27896,"1"
"1565","340","ELECTRIC",5850.5,"1"
"1566","323","GAS",217980,"1"
"1567","326","GAS",3960,"1"
"1568","326","GAS",2850,"1"
"1569","323","OIL",29272,"1"
"1570","332","GAS",4085,"1"
"1571","999",NA,0,NA
"1572","392",NA,0,NA
"1573","316","GAS",26363.7,"1"
"1574","931",NA,0,NA
"1575","326","GAS",3397,"1"
"1576","930",NA,0,NA
"1577","340","GAS",15062,"1"
"1578","400","GAS",28608,"1"
"1579","960",NA,0,NA
"1580","330",NA,0,NA
"1581","013","ELECTRIC",4198,"1"
"1582","132",NA,0,NA
"1583","930",NA,0,NA
"1584","972",NA,0,NA
"1585","101","GAS",1376,"1"
"1586","930",NA,0,NA
"1587","101","GAS",1300,"1"
"1588","101","OIL",1911,"1"
"1589","101","GAS",1323,"1"
"1590","338","GAS",32362,"1"
"1591","335","NONE",4629,"1"
"1592","330",NA,0,NA
"1593","330","OIL",11548,"1"
"1594","330",NA,0,NA
"1595","338",NA,0,NA
"1596","338",NA,0,NA
"1597","934","GAS",189021,"3"
"1598","930","GAS",42550,"2"
"1599","931",NA,0,NA
"1600","931",NA,0,NA
"1601","112","GAS",81182,"2"
"1602","112","GAS",191133,"2"
"1603","957",NA,0,NA
"1604","323","ELECTRIC",113839,"1"
"1605","392",NA,0,NA
"1606","909",NA,0,NA
"1607","330","GAS",36550,"1"
"1608","390",NA,0,NA
"1609","112","GAS",202506,"5"
"1610","101","GAS",1890,"1T"
"1611","130",NA,0,NA
"1612","101","OIL",1977.6,"1H"
"1613","101","GAS",1314,"2A"
"1614","132",NA,0,NA
"1615","130",NA,0,NA
"1616","101","OIL",1023.5,"1T"
"1617","101","GAS",1541,"2A"
"1618","101","OIL",1890,"2A"
"1619","132",NA,0,NA
"1620","132",NA,0,NA
"1621","101","OIL",1689.6,"1"
"1622","101","OIL",1584,"2A"
"1623","101","GAS",1228.8,"1H"
"1624","101","GAS",2016,"1"
"1625","132",NA,0,NA
"1626","132",NA,0,NA
"1627","132",NA,0,NA
"1628","132",NA,0,NA
"1629","106",NA,0,NA
"1630","105","OIL",2438,"2A"
"1631","101","GAS",1375.5,"1T"
"1632","101","GAS",1075.2,"1H"
"1633","101","OIL",1064,"1"
"1634","132",NA,0,NA
"1635","132",NA,0,NA
"1636","132",NA,0,NA
"1637","101","OIL",1800,"2A"
"1638","130",NA,0,NA
"1639","101","OIL",1235,"1T"
"1640","101","PROPANE",2175,"2"
