USECODE,STORYHEIGHT,FUELTYPE,AREASQ
102,2,GAS,2522
101,2,GAS,3627.2
101,1,GAS,1988
101,1,GAS,2497.6
101,1,GAS,2224
101,2,GAS,2026
101,1A,OIL,1769.2
105,3,GAS,4764
104,1T,OIL,2415
101,2,OIL,3711.5
104,2A,GAS,2531.5
101,2,OIL,1949
101,2,OIL,2996
104,2,ELECTRIC,1844
337,,,0
101,2A,GAS,3976
101,1,OIL,1236
101,1,ELECTRIC,2402
101,1,OIL,1344
101,1,OIL,1580
101,1,OIL,1439
101,1,OIL,1452
101,1,OIL,1216
101,1,OIL,1980
101,1,GAS,1440
101,1,OIL,1707
101,2,OIL,2520
101,2,GAS,3364
101,1,OIL,1004
101,1,OIL,2118
101,1T,GAS,1946
101,1,OIL,2937
101,1,OIL,1374
101,1T,OIL,1490.13
132,,,0
101,2,OIL,1812
341,1,ELECTRIC,5152.8
342,2,GAS,31250
132,,,0
341,1,GAS,5517.6
343,3,GAS,972
343,3,GAS,888
343,3,GAS,2101
343,3,GAS,447
343,3,GAS,565
343,3,OIL,822
343,3,GAS,1352
344,3,GAS,870
343,3,GAS,495
344,3,GAS,991
343,3,GAS,976
343,3,GAS,1203
343,3,GAS,1018
343,3,GAS,1748
343,3,GAS,751
343,1,GAS,431
343,3,GAS,1191
343,3,GAS,887
105,2,GAS,3171.5
101,2A,OIL,1960
101,1T,OIL,1522.25
101,2,GAS,1640
101,2,OIL,2379.4
101,1,OIL,2002
101,1T,OIL,1140
101,1T,OIL,1453
101,1A,OIL,1104
101,1A,OIL,1104
101,1,OIL,1508
101,2,GAS,1684.8
101,2A,OIL,1248
101,1,OIL,1204
111,2A,OIL,3577.8
101,2A,GAS,3229
970,2,GAS,2128
340,5,ELECTRIC,88194
316,1,ELECTRIC,952
930,,,0
917,3,GAS,276160
928,,,0
444,2,GAS,1983
444,2,GAS,1924
444,2,GAS,2014
444,2,GAS,1944
444,2,GAS,1945
444,2,GAS,1939
444,2,GAS,1959
444,2,GAS,1963
444,2,GAS,1956
444,2,GAS,1947
444,2,GAS,2004
444,2,GAS,1970
444,2,GAS,1970
444,2,GAS,1955
444,2,GAS,1958
444,2,GAS,1956
444,2,GAS,1954
444,2,GAS,1959
444,2,GAS,1947
444,2,GAS,1983
444,2,GAS,1957
444,2,GAS,1840
101,1T,GAS,1278
101,1T,OIL,1996
104,1,ELECTRIC,2330.4
102,1,OIL,1017
101,2,OIL,2313.2
101,1T,OIL,1574
101,1H,OIL,1706.2
101,1,OIL,1920
101,1H,OIL,1176
101,2,OIL,1640
101,1T,OIL,1570.5
101,1H,OIL,1678.4
101,1T,OIL,2203.5
101,1T,OIL,1762
101,1H,OIL,1683.2
101,1T,OIL,1931.2
101,1H,OIL,1174
101,1,OIL,1923
101,1T,OIL,2460.9
101,2A,OIL,1293
101,2,OIL,1229
101,2,GAS,1732
101,2A,OIL,1676
104,2A,GAS,2520
340,1,GAS,1195
101,2,OIL,1472
101,1T,GAS,1624
101,1,OIL,1184
101,1,GAS,2004
101,1,OIL,1149.5
101,2,GAS,2672
101,1,GAS,976
101,1,GAS,980
101,1,GAS,987
101,2,GAS,2027
101,1,GAS,2064
101,1,GAS,1765.95
101,1,GAS,944
101,1,GAS,1632
101,1,OIL,960
101,1,GAS,956
101,1T,GAS,1118
101,2,OIL,1652
101,1T,OIL,1856
101,1T,OIL,1683
101,1H,GAS,832
101,1T,OIL,2447.5
101,2,OIL,3444.18
101,1,OIL,1964
101,1T,OIL,3070.5
101,1T,OIL,1468.75
101,2,OIL,2848
101,1,GAS,2082.4
101,1,GAS,2114
101,1,GAS,1752
959,2,GAS,2216
101,1,OIL,2236
101,1T,OIL,1698
101,1T,GAS,1757.8
101,1,OIL,1680.8
101,1T,OIL,1715
101,1T,OIL,1617.21
101,1T,GAS,1113
104,2,ELECTRIC,1801
101,2,OIL,1746
930,,,0
101,2A,OIL,2412.73
101,1T,OIL,1993
101,2,GAS,2211.2
101,1H,OIL,2330.5
101,1A,GAS,1709.5
104,1T,OIL,2563
101,1T,GAS,1273
960,1,OIL,18204
101,2A,OIL,2096
101,1,GAS,1134
101,2,GAS,1967
101,2,OIL,2158
101,2,GAS,2172
101,1,OIL,1314
101,1T,OIL,2153.6
101,2,GAS,2186.4
101,1,OIL,1284
131,,,0
101,1,GAS,1492
101,1,GAS,1050
101,1H,OIL,1583
101,2,GAS,2765.25
101,1A,GAS,1042.6
101,1H,OIL,1273
101,1H,GAS,2029
101,1H,OIL,1636.6
101,1H,OIL,1649
101,1H,OIL,1790
101,1A,OIL,1490.6
101,1T,GAS,1828
101,1H,OIL,2059
101,1T,OIL,3141
101,1,GAS,1366
101,2,GAS,1765
101,1,GAS,1147.2
101,1T,GAS,2890.2
101,1,OIL,1728
101,1,OIL,960
101,1,GAS,1455
101,2,OIL,1540
101,1,GAS,958
101,2,OIL,2570
130,,,0
101,1,OIL,2099
101,1,OIL,997
101,1,GAS,1583
101,1,GAS,1292
101,1,OIL,1284
101,2,GAS,1961
101,1A,OIL,2990.5
101,1,OIL,2099.4
101,1,OIL,1584
101,2,OIL,2397.6
101,1,OIL,2014.5
101,1A,GAS,3673.2
101,2,GAS,1486.2
101,1H,GAS,1666
712,,,0
101,1,OIL,1842
712,,,0
101,2,GAS,1868
101,1,GAS,1022
101,2,GAS,1734
104,2A,GAS,2631.6
101,2,GAS,1358
101,2,OIL,1265.8
101,2,OIL,1385
101,2,GAS,1831.8
101,2,GAS,1898
101,2,OIL,1284
101,2,GAS,1693.72
101,2,GAS,1396
101,1H,OIL,1704
101,2,GAS,2685.75
101,2,GAS,1468
101,1A,GAS,1630
101,1A,OIL,1424.8
101,2,GAS,2735.6
101,2A,GAS,2485.5
101,2,GAS,2831.4
101,2,GAS,2360
101,1H,OIL,1582.25
102,1,OIL,396
102,1,GAS,516
102,1,OIL,972
102,1,ELECTRIC,786.75
932,,,0
101,2,OIL,2828
101,2,OIL,2308
101,1,OIL,2265.6
101,2,OIL,2308
101,1,OIL,1929.6
101,1,OIL,1929.6
101,1,OIL,3164
101,1,OIL,1929.6
101,2,OIL,2308
101,1,OIL,1929.6
101,1,OIL,1795.2
101,2,OIL,2308
101,1,OIL,3105.6
101,2,OIL,2560
101,1,OIL,1929.6
101,1,OIL,1929.6
101,1,OIL,1968.8
101,2,OIL,3138
105,2T,OIL,3515.5
101,1,OIL,1493
104,2A,GAS,2690.67
101,2,GAS,1650.5
104,2A,GAS,3380.7
101,2,GAS,1844
101,2,GAS,2076
109,2,GAS,3646.8
101,1T,OIL,1350.5
101,1A,OIL,1184.58
104,2,GAS,2691.5
101,1T,GAS,1332.5
101,2A,GAS,2063
104,2A,OIL,2282
101,1T,OIL,864
959,1,GAS,2790
101,2,OIL,1347.4
401,1,GAS,43268
101,1T,OIL,1527.75
101,1,OIL,1298
101,1T,OIL,1822.8
101,1,OIL,1961
101,1,OIL,1292
101,1,OIL,1162
101,1,OIL,1962
101,1T,OIL,908
401,1,GAS,10824
101,1,OIL,784
402,1,GAS,9232
104,2A,OIL,2984
400,1,OIL,5880
401,1,GAS,3720
101,1T,OIL,1680
101,1,OIL,1254
101,1,OIL,1756
401,1,GAS,54616
101,1,OIL,2673.1
101,1,OIL,1637.2
101,1,GAS,2712.6
101,1T,OIL,2102.4
953,,,0
101,1,OIL,1412
102,2,GAS,1336
102,2,GAS,1156
102,2,GAS,1157
102,2,GAS,1330
102,2,GAS,1330
102,2,GAS,1148
102,2,GAS,1155
102,2,GAS,1145
102,2,GAS,1144
102,2,GAS,1333
102,2,GAS,1330
102,2,GAS,1152
102,2,GAS,1151
102,2,GAS,1330
102,2,GAS,1327
102,2,GAS,1147
102,2,GAS,1144
102,2,GAS,1326
102,2,GAS,1322
102,2,GAS,1151
102,2,GAS,1151
102,2,GAS,1275
102,2,GAS,1284
102,2,GAS,1151
102,2,GAS,1151
102,2,GAS,1280
102,2,GAS,1280
102,2,GAS,1148
102,2,GAS,1149
102,2,GAS,1155
102,2,GAS,1155
102,2,GAS,1284
102,2,GAS,1284
102,2,GAS,1150
102,2,GAS,1153
101,1H,GAS,1237
101,2A,OIL,1912.4
101,2,OIL,2572
101,1T,GAS,2145.5
101,1,GAS,1840
101,1T,GAS,3013
101,1,GAS,1822.8
101,2,OIL,2530
101,1,GAS,1064
101,1H,OIL,1489.6
101,1,GAS,960
101,1H,GAS,873.6
101,2,GAS,3229.6
101,2,OIL,4157.7
101,2,GAS,3162.8
101,2,GAS,3600
101,2,GAS,3057.48
101,2A,GAS,2312
101,1,OIL,1834
101,1,OIL,970
101,1,GAS,1738
101,2,OIL,1926
101,1,OIL,970
101,1T,OIL,3046
102,1,GAS,1531.75
102,2,GAS,988
102,1,GAS,1540.75
102,1,GAS,988
101,1,OIL,2061.6
101,1,OIL,2177.6
101,1,OIL,2364.8
101,1,GAS,2157.6
101,1,GAS,1956.8
101,1,GAS,1846.4
101,1,OIL,2369.6
101,1,GAS,2157.6
101,1,GAS,2381.6
101,1,GAS,1901.6
101,1,GAS,1960
132,,,0
101,2A,OIL,2435.8
101,1,ELECTRIC,2392.9
101,2A,OIL,1523
101,1,ELECTRIC,2301.1
101,1,OIL,1188
101,2,OIL,2104
101,1,OIL,2527.2
101,1,GAS,1777.6
132,,,0
936,,,0
132,,,0
101,2,OIL,1964
101,1,OIL,1616.8
101,1,OIL,1824
101,2,OIL,1840
101,2,OIL,1666
101,1,OIL,2247
101,1,OIL,1835
101,2,GAS,1992.4
101,1,OIL,1771
101,1,OIL,1467
101,1,OIL,1446.2
101,1,OIL,2552
101,1,OIL,1140
101,1,OIL,1352
101,1,OIL,1950
101,1T,OIL,2926.8
101,1,OIL,1605.2
101,1,OIL,1388
101,1,OIL,1200
101,1,OIL,3149
101,1,OIL,2040
101,2A,OIL,2564
101,1,OIL,1200
101,1,OIL,2204
101,1,OIL,1836
101,1,OIL,1284
101,2,OIL,2278
101,1,OIL,1148
101,1,OIL,2002
101,1,OIL,1974
101,1,OIL,2961
101,1T,OIL,2116.8
101,1,OIL,2206.8
101,2,OIL,2866
101,1,OIL,1889
101,1,OIL,2603
101,1,OIL,2529
101,1,OIL,1196
101,1T,OIL,1959
101,2A,GAS,3004.6
101,1T,OIL,2670.75
101,1,OIL,1186
101,2,GAS,1963.5
101,2,OIL,1663.2
101,2A,GAS,2172
101,2A,OIL,1571.4
101,2A,OIL,1404
101,2A,OIL,1731.8
101,2,OIL,2610.3
101,2,OIL,3486
101,1,ELECTRIC,2865.2
101,2,OIL,1746
101,2,OIL,2980.8
101,2,OIL,3008
101,2,OIL,2688
101,2,OIL,3705.4
101,2A,OIL,3070
101,1T,OIL,3070
101,1T,GAS,2316
101,1,GAS,2625.2
101,2,GAS,1840
101,1,GAS,2105.2
101,1,OIL,1973.6
101,,,0
101,1T,OIL,2287
101,1,GAS,1898
101,1,OIL,1880
101,2,GAS,1796.8
101,1,GAS,3959.2
101,1T,OIL,1956
101,1,OIL,1974.4
101,1,GAS,1747
101,1,OIL,2772
101,1,OIL,1953
101,1,GAS,1798
101,1,OIL,1392
101,1,GAS,1573
101,1T,GAS,1818
101,1,GAS,1933
101,1H,OIL,1237.5
101,1T,OIL,1442
101,1,GAS,1458.6
101,1T,GAS,1856
101,2,GAS,1344
101,2A,OIL,1992.4
101,1,OIL,1638
101,2,OIL,4011.6
101,1T,OIL,2204.34
101,1,GAS,2726.4
101,1,OIL,1096
101,1,OIL,1300
101,1,GAS,2260
101,1,GAS,1514
101,1,OIL,1762
101,1,OIL,1888
101,1,GAS,1281
101,1,GAS,2527.5
101,1,GAS,1992
101,2,GAS,2842
101,1T,OIL,1352
101,1T,OIL,2112
101,1,OIL,1343
101,1,OIL,950
101,1,OIL,1268
101,1T,OIL,3964.5
991,,,0
991,,,0
101,2A,OIL,1833.5
101,2,OIL,1875
101,2,OIL,2376
101,1,OIL,1638.4
101,2,OIL,1144.5
101,1T,OIL,910
101,1,OIL,2438
101,1,OIL,1919
101,1A,OIL,3317
101,2,OIL,3189
101,1,OIL,1258
101,1T,OIL,2880
101,2A,OIL,1424
101,2,OIL,1950
101,1T,OIL,1506.88
101,1A,OIL,1353.6
101,2,OIL,2596
101,1T,OIL,2366
101,1A,OIL,2273.04
101,2A,OIL,1768
101,1A,OIL,1166.88
101,1T,OIL,1289.75
104,2T,OIL,2268
101,2,OIL,1881
101,2A,GAS,4656
101,1,OIL,2304
101,1A,OIL,4728.6
101,1,OIL,4822.5
101,2,OIL,2032
101,1,GAS,2362
101,2,OIL,4350
953,,,0
101,2A,OIL,1664
101,1,OIL,2899.8
101,1,OIL,1798
101,1T,OIL,1428
101,1T,OIL,1512
101,1,OIL,2010.4
101,2A,OIL,2792
932,,,0
932,,,0
377,,,0
101,2,OIL,2928
101,1T,OIL,3834.85
101,1,GAS,1766
101,1,OIL,2633.6
101,1T,GAS,2358
101,1,OIL,2422
101,1,OIL,2560
101,2,GAS,2284
101,1T,OIL,4365.25
101,1T,GAS,3176
101,1T,GAS,2244.5
101,1,GEO,2939
101,2,OIL,1944
101,2,GAS,3355
101,1,OIL,2162.48
101,1,OIL,1970.4
101,1,OIL,1981.9
101,2,GAS,3045.1
101,1T,GAS,2256
101,2,GAS,3128
101,1,OIL,1440
101,1,OIL,976
101,1,OIL,2192
101,1,OIL,1536
101,1,OIL,2394
101,1,OIL,1320
101,1,OIL,1464
101,1,OIL,1452
101,1,OIL,1464
101,1,OIL,1032
101,1,OIL,1344
101,1,OIL,1200
101,1,OIL,1680
101,1,OIL,1488
101,1,OIL,1380
101,1,OIL,1248
959,1,OIL,2424
101,1,OIL,1884
101,2,OIL,1696
101,1H,GAS,1422
104,2,OIL,1915.6
104,2A,OIL,1942
101,2A,OIL,1361
104,2A,OIL,1828.5
101,2A,GAS,1946
101,2A,GAS,1642
104,2A,OIL,2284
101,1T,OIL,1232
101,2,OIL,1416
101,2A,OIL,1295.1
101,1H,OIL,1612
104,2A,GAS,1611
104,2,GAS,1259
101,2A,OIL,1248
101,1T,GAS,1206
101,1T,OIL,1460
101,1T,OIL,1680.5
101,1T,OIL,2358
101,1,OIL,1509
101,1T,GAS,2598
101,1,GAS,1380
101,1,GAS,2032
101,1,OIL,2060.72
101,2,GAS,2448
959,2,GAS,3468.6
931,1,OIL,704
384,2,GAS,20294
104,2H,OIL,2964
101,2,OIL,2237.9
402,2,GAS,17978
101,2,GAS,1357
101,1H,GAS,2994
101,2,GAS,1537
104,2A,GAS,3977
101,2,GAS,2316
101,2,GAS,3260.6
101,2,GAS,3297.2
101,1H,OIL,1368
101,1,OIL,1344
392,,,0
101,2,OIL,2014.2
101,2T,OIL,1699.25
101,2A,OIL,1698.8
101,2A,GAS,1532.4
101,2,OIL,2160
101,1T,GAS,891.5
101,2H,OIL,1831
101,1T,OIL,1169
101,1T,OIL,1223
101,1T,GAS,1254
130,,,0
102,2,GAS,1449
102,2,GAS,1289
102,2,GAS,1444
102,2,GAS,1290
132,,,0
132,,,0
132,,,0
132,,,0
936,,,0
132,,,0
936,,,0
930,,,0
930,,,0
928,2A,OIL,1536
928,2,OIL,1780
928,2,OIL,1678
928,,,0
101,1T,GAS,1944
101,1T,GAS,1658
101,1H,GAS,1632
101,2,OIL,2298
132,,,0
101,1,GAS,1592
101,1T,GAS,1344
101,1H,GAS,1224
101,1T,GAS,3462.75
101,1,OIL,2001.5
101,2A,GAS,2416
101,1H,OIL,1241.6
101,1,GAS,1610.4
101,1,OIL,1776
101,1T,GAS,1512
316,1,GAS,4000
316,2,GAS,13400
392,,,0
106,,,0
101,,,0
101,1,OIL,1032
101,1,OIL,1415
101,1,OIL,1144
101,1,OIL,1248
101,1,GAS,864
101,1,OIL,1200
101,1,OIL,1452
101,1,OIL,1566
101,1,OIL,2044.8
101,2,OIL,2708
101,1,OIL,2751.2
101,1,OIL,1687
101,2,OIL,2584
101,2A,OIL,2339
101,2A,OIL,2581
101,2A,OIL,4181
326,1,GAS,5218
954,2A,OIL,12800
325,1,GAS,2452
930,,,0
930,,,0
326,1,GAS,3513
953,,,0
101,1T,OIL,1582.25
104,2A,GAS,2310.64
101,1T,GAS,1530
101,2,OIL,1536
101,1T,GAS,1757.75
430,2,ELECTRIC,14001
323,2,GAS,14231
323,1,GAS,11533
326,1,GAS,2318
333,1,GAS,2406
341,1,GAS,2962
325,1,GAS,5750
325,1,NONE,2508
334,1,OIL,2272
325,1,OIL,2400
325,1H,OIL,2730
330,1,GAS,11040
13,2A,OIL,2917
31,1,OIL,3393.25
325,2,ELECTRIC,1596
105,2H,GAS,3457.5
31,2A,GAS,2397
935,2,GAS,20149
334,1,OIL,1968
104,2A,OIL,1845.6
105,2H,GAS,3371.38
111,2H,OIL,6888.5
104,2A,OIL,2696
104,2,GAS,2050
104,2A,GAS,2762.9
104,2A,GAS,2164
104,2A,OIL,1890
340,2A,OIL,2052
340,2A,OIL,1958
333,1,GAS,2048
340,2,OIL,4432.25
340,2,GAS,2254
325,2,GAS,4370.8
31,2A,OIL,2377
325,2,GAS,7388
325,1,GAS,21420
326,1,OIL,1272
326,1,GAS,2103
101,1T,OIL,1020
104,2A,OIL,2392
104,2A,GAS,1550
111,3,GAS,3822.8
104,2,GAS,3318
101,2A,OIL,1636.96
104,2A,OIL,2246.4
101,2A,OIL,1248
105,2A,GAS,3025.3
111,2A,OIL,5053
104,2A,OIL,2592
325,1,ELECTRIC,357
101,2,OIL,1458
101,1,OIL,984
101,1A,OIL,1267.2
101,2,GAS,2112
105,2,OIL,3407.5
105,3,GAS,2912.15
101,1T,OIL,1089
101,1T,OIL,1597
101,2A,GAS,3029
104,2A,GAS,2328.3
105,2H,GAS,3895.5
101,2,OIL,2040
105,2,GAS,3554
101,2A,OIL,1381.25
104,2A,OIL,2706.44
101,2,OIL,1937
104,2A,OIL,2923.4
101,1T,GAS,1519
104,2A,OIL,3038
104,2A,OIL,4270
105,2A,GAS,5458
340,2,OIL,1224
400,2,OIL,22082
102,2A,OIL,572
102,1,OIL,916
102,2,GAS,1049
327,1,GAS,1102
102,1,GAS,489
102,1,GAS,483
102,1,GAS,728
102,2A,OIL,410
102,1A,OIL,1222.5
102,2,GAS,720
102,1,GAS,1286
102,1,GAS,486
102,1,GAS,626
102,1,GAS,1077
102,2,OIL,1568
102,2,GAS,1394
102,1,GAS,658
102,1,GAS,681
102,1,GAS,984
102,1A,GAS,1024.5
102,2,OIL,1040
102,2,GAS,977
102,1H,OIL,905
101,1T,OIL,2102
101,2A,GAS,1885.58
962,,,0
101,1,GAS,2315
101,1,GAS,2524.8
101,2,GAS,3778.8
101,1,OIL,2492
101,1,OIL,7423
101,1H,OIL,2821.3
101,1,GAS,2493
101,2,ELECTRIC,1848
101,1,ELECTRIC,2554.8
101,2,GAS,1632
101,1,GAS,2492.25
101,1T,OIL,1744
101,1T,OIL,1699
101,1H,OIL,1461
101,1H,OIL,2261.1
101,2,OIL,2699.5
104,2,OIL,4176
101,1,OIL,1730
101,1T,OIL,2079
101,1H,OIL,1398
101,1,OIL,1700
101,2,GAS,1382.4
101,2A,GAS,2736
101,2,GAS,2856
101,2,OIL,3486.9
101,2,GAS,2927.72
101,2A,,2596
101,2A,GAS,4416.5
101,2A,GAS,3542
101,2,GAS,3520.8
101,2A,OIL,3930.34
101,1T,GAS,1174.25
101,1T,OIL,1948
109,2A,OIL,4078.88
101,2,GAS,2312
101,1T,GAS,1754
101,1T,GAS,2227.95
101,1,OIL,1667.8
17,2,OIL,3890
101,1T,OIL,1580
109,2,OIL,2744
101,2,OIL,1552
101,2,GAS,1561
101,1T,OIL,1853.6
101,1T,GAS,1608
111,2A,GAS,2352
101,2,GAS,1153.5
101,1T,GAS,1637
101,2,GAS,2016
101,1T,OIL,3723.75
934,1,OIL,63312
101,2A,OIL,2760
101,1,OIL,1864.8
101,1,OIL,990
101,1H,OIL,1499
953,,,0
101,1T,OIL,1234.8
101,1,OIL,1959.6
101,1,GAS,1441.44
101,2,OIL,1296
101,2A,GAS,2160
101,2,GAS,1742
101,1T,GAS,2688
101,2A,OIL,3636.6
101,1T,OIL,2148
101,2,OIL,2398.6
101,1T,GAS,2239.2
101,1,GAS,1268
101,1T,OIL,1552
101,1T,GAS,1959
101,1,OIL,864
101,1T,GAS,1296
104,1T,GAS,1563.5
101,1,GAS,2005.2
101,2,GAS,3924
101,1T,OIL,938
101,1T,GAS,1845
101,2,OIL,1320
101,1T,GAS,1011.5
101,1H,OIL,937.5
930,,,0
101,1,OIL,1187.7
101,1A,OIL,1700.4
104,2A,OIL,2065
104,2,GAS,2034.9
105,2T,OIL,3275
101,2,OIL,1350
111,2,OIL,7762
104,1T,OIL,1540
101,1T,OIL,2192
101,1H,GAS,1970
101,2,ELECTRIC,2014.8
104,2H,OIL,2296
101,1T,OIL,1174
101,1,GAS,2233.54
101,2A,OIL,1696.4
101,1H,GAS,1080
101,1T,GAS,1493
111,2,OIL,4708.2
101,1,OIL,1168
101,2,OIL,3445.2
931,2,OIL,12801
104,2A,OIL,2409.6
101,1T,GAS,1887
101,2H,OIL,1830
104,2A,OIL,4398
101,2A,OIL,2544
101,1,OIL,2814
101,2,GAS,2194
101,1,OIL,2530
316,1,GAS,1344
930,,,0
325,2,GAS,6480
101,2,GAS,1628.7
101,2,GAS,1373.6
930,,,0
101,1T,GAS,1154.25
101,1T,OIL,840
101,2,GAS,1134.5
101,1T,GAS,1102.5
101,1T,GAS,1467.75
101,1T,GAS,1254
101,1T,OIL,1207
930,,,0
101,1H,OIL,1198
101,1H,GAS,1046
101,2,OIL,1840.5
101,1,GAS,1941.8
104,2H,GAS,2272
101,2,OIL,1514.4
104,1T,OIL,2190.25
325,2,OIL,5345
330,,,0
104,2,GAS,2591
101,2A,GAS,3716
101,1T,GAS,2352
102,3,GAS,1489.6
102,2,GAS,1985
102,2,GAS,1463.4
102,2,GAS,1673
102,3,GAS,1489.6
102,2,GAS,1542
102,2,GAS,1542
102,2,GAS,1542
102,2,GAS,1542
102,2,GAS,2034
102,2,GAS,1529.5
102,2,GAS,1463.4
102,2,GAS,1358.6
102,2,GAS,1437.2
102,2,GAS,1542
102,2,GAS,1463.4
102,2,GAS,1542
102,2,GAS,930
102,2,GAS,680
102,2,GAS,830
102,2,GAS,720
102,2,GAS,860
102,2,GAS,720
102,2,GAS,860
102,2A,GAS,1105
102,2,GAS,710
102,2,GAS,825
102,2,GAS,880
102,2,GAS,865
102,2,GAS,880
102,2,GAS,865
102,2,GAS,680
102,2,GAS,825
102,2,GAS,850
102,2,GAS,865
102,2,GAS,850
102,2,GAS,865
102,2,GAS,680
102,2,GAS,840
102,2,GAS,850
102,2,GAS,880
102,2,GAS,850
102,2,GAS,880
102,2,GAS,680
102,2,GAS,825
102,2,GAS,720
102,2,GAS,865
102,2,GAS,720
102,2,GAS,865
102,2,GAS,680
102,2,GAS,800
102,2,GAS,850
102,2,GAS,850
102,2,GAS,850
102,2,GAS,850
101,1,OIL,1958.4
101,2,GAS,2188.8
101,2,GAS,5289
101,2A,GAS,3868.3
101,2,GAS,3380
101,2,GAS,3016
101,2,GAS,3720
101,2A,GAS,4012.4
101,2A,GAS,3543
332,1,OIL,6555
101,1T,GAS,1862
101,2,GAS,1640
104,2A,GAS,2248
101,1T,OIL,1928
101,2A,GAS,2865.6
101,2A,GAS,2536
101,2,OIL,2366
101,2,OIL,2060
105,2T,OIL,4286
111,2H,OIL,3791
111,2H,OIL,3842
101,2A,GAS,1831
101,2,GAS,2556
101,1T,GAS,1879.25
956,2A,OIL,3607
104,2H,GAS,2703
101,2A,OIL,1232
101,1T,GAS,2101
953,,,0
101,1,ELECTRIC,1762
101,1T,OIL,1248
101,1T,OIL,1972.1
104,2A,OIL,2594.4
104,1T,OIL,2002
101,1T,ELECTRIC,2440
101,2,ELECTRIC,1564
101,1T,GAS,1548
101,2,GAS,1857
132,,,0
332,1,GAS,3590
101,2,OIL,1739
101,2,OIL,2730
101,2,GAS,1120
101,2A,OIL,1625
104,2H,OIL,2484
105,2T,GAS,2612.25
104,2A,OIL,2348
132,,,0
101,1T,OIL,2154
400,4,OIL,43742
101,2A,OIL,1972
101,1T,OIL,1512
101,2A,GAS,1551.2
101,2A,OIL,2067.2
101,1T,OIL,1322
104,2,OIL,2418
970,2H,GAS,30906
333,1,ELECTRIC,64
105,2,GAS,1924
340,1,GAS,2997
325,1,GAS,9768
337,,,0
111,2A,GAS,3646
101,1T,OIL,1312.5
13,2A,GAS,2951.6
13,3A,GAS,9092.63
31,1T,ELECTRIC,1638
13,2H,GAS,3746.25
13,2T,GAS,2502.5
31,2,ELECTRIC,2774
930,,,0
13,4,ELECTRIC,13853.7
105,2,GAS,3481
101,1T,GAS,1617
101,2,GAS,1728
930,,,0
930,,,0
104,2A,OIL,4372
101,2H,GAS,4474.8
104,2H,GAS,4113.5
111,3,GAS,5238
104,2H,OIL,2752.5
105,2T,GAS,2546.5
104,2A,GAS,2722.8
101,2,OIL,2334
104,1T,OIL,2678.5
101,2,GAS,2446.1
960,1,OIL,24160.5
101,1T,OIL,1863.75
101,2H,GAS,3022.3
111,2H,OIL,4224
104,2,OIL,2601
104,2H,GAS,3584
101,2A,GAS,2837
930,,,0
101,2,GAS,2246.4
102,2A,OIL,2178
102,2,GAS,1292
327,1,GAS,5355
102,1,GAS,968
102,1,GAS,892
102,1T,GAS,3326.5
102,2,GAS,1292
327,1,GAS,2680
102,1,OIL,902
102,2,GAS,1890
102,1,GAS,881
102,2,GAS,2310
102,2,GAS,2310
102,2,OIL,1470
102,1,ELECTRIC,512
102,2,GAS,2136
102,1,GAS,733.5
102,2,GAS,2310
102,2,GAS,3452.85
102,2,OIL,1699
102,2,GAS,2134
102,2,GAS,2134
102,2,OIL,598
102,2,OIL,624
102,2,OIL,624
102,2,OIL,604
102,2,OIL,598
102,2,OIL,620
102,2,OIL,623
102,2,OIL,624
102,2,OIL,624
102,2,OIL,620
102,2,OIL,623
102,2,OIL,604
102,2,OIL,620
102,2,OIL,623
102,2,OIL,604
102,2,OIL,598
102,2,OIL,624
102,2,OIL,624
102,2,OIL,620
102,2,OIL,623
102,2,OIL,624
102,2,OIL,624
102,2,OIL,604
102,2,OIL,620
102,2,OIL,623
102,2,OIL,604
102,2,OIL,598
102,2,OIL,624
102,2,OIL,624
102,2,OIL,620
102,2,OIL,623
102,2,OIL,624
102,2,OIL,624
101,1,OIL,1060
101,2,GAS,1248
101,1H,OIL,948
101,1T,OIL,1664
101,1H,OIL,1284
101,2,OIL,2058
101,1,OIL,640
101,2T,GAS,4066
101,2,OIL,1808
101,2,GAS,1824
101,1H,OIL,2180
101,2,GAS,2016
101,1T,GAS,1291.5
101,1H,OIL,1521
101,1H,OIL,1401
101,1T,OIL,1320
105,2H,OIL,3868.2
101,2,OIL,1269
101,2,GAS,2683
102,2,OIL,2385
102,2,ELECTRIC,1785
101,2A,OIL,1701
101,2A,GAS,1680
104,2,OIL,1960
104,2A,OIL,3040
101,2A,GAS,2701.68
101,2,GAS,1307
101,1,OIL,936
101,2A,OIL,1992
101,2A,OIL,1586
101,2A,OIL,1425
101,2A,OIL,1782
101,2H,OIL,3764
101,2H,OIL,2375
101,1,OIL,2080
101,1,OIL,2602
101,1,GAS,3008
101,1,GAS,3126
101,2,GAS,3424.84
101,1,GAS,2448
101,1,GAS,2498
101,1,GAS,3364.4
101,1,GAS,2457
101,2,OIL,2492
101,2,OIL,2532.8
101,1,GAS,2817
101,2A,OIL,2492.7
101,2,OIL,2545
101,2,OIL,3418.8
101,2,OIL,3337.8
106,,,0
101,2,GAS,3491
101,2,OIL,1659
101,1,OIL,868
101,1A,OIL,2640.96
132,,,0
101,1T,OIL,1536.95
101,2,GAS,4674
101,1T,OIL,4105.4
101,1,GAS,528
101,1T,OIL,2020
101,2,OIL,1830
